conteo,tupla
51,1
49,2
44,3
46,4
39,5
42,6
38,7
46,8
38,9
48,10
42,11
52,12
41,13
45,14
38,15
44,16
34,17
48,18
46,19
54,20
36,21
39,22
48,23
38,24
54,25
39,26
41,27
48,28
41,29
33,30
40,31
40,32
43,33
48,34
42,35
48,36
52,37
30,38
42,39
51,40
49,41
42,42
46,43
