conteo,tupla,X,L,M,T,P,Pr
5,20|24,62,78,78|126|36|14|104|16,78|126|36|14|104|16,0.0013333333333333333,0.44487777777777776
9,20|25,37,137,21|31,137|21|15|31|51|26|37|31|4|21,0.0024,0.4452333333333333
2,20|26,124,11,11|349|14,11|349|14,0.0005333333333333334,0.44461111111111107
4,20|27,74,104,104|91|60|26|93,104|91|60|26|93,0.0010666666666666667,0.4447888888888889
5,20|28,62,18,18|15|104|20|163|54,18|15|104|20|163|54,0.0013333333333333333,0.44487777777777776
6,20|29,53,104,104|9|57|81|67|42|14,104|9|57|81|67|42|14,0.0016,0.4449666666666667
5,20|30,62,119,119|7|11|58|45|134,119|7|11|58|45|134,0.0013333333333333333,0.44487777777777776
2,20|31,124,334,334|24|16,334|24|16,0.0005333333333333334,0.44461111111111107
6,20|32,53,81,81|68|21|41|2|143|18,81|68|21|41|2|143|18,0.0016,0.4449666666666667
7,20|33,46,12,12|137|67|35|28|79|3|13,12|137|67|35|28|79|3|13,0.0018666666666666666,0.44505555555555554
7,20|34,46,27,48,27|51|48|44|48|31|112|13,0.0018666666666666666,0.6672888888888888
6,20|35,53,11,11|59|44|60|52|94|54,11|59|44|60|52|94|54,0.0016,0.4449666666666667
9,20|36,37,17,10,17|10|186|3|10|28|19|91|6|4,0.0024,0.6674666666666668
8,20|37,41,12,12,12|5|92|48|1|12|79|104|21,0.0021333333333333334,0.6673777777777778
3,20|38,93,72,72|123|23|156,72|123|23|156,0.0008,0.44469999999999993
5,20|39,62,119,119|85|14|19|133|4,119|85|14|19|133|4,0.0013333333333333333,0.44487777777777776
10,20|40,34,11,11,11|7|54|141|38|69|29|11|1|3|10,0.0026666666666666666,0.6675555555555556
5,20|41,62,81,81|135|8|2|11|137,81|135|8|2|11|137,0.0013333333333333333,0.44487777777777776
3,20|42,93,18,18|255|32|69,18|255|32|69,0.0008,0.44469999999999993
10,20|43,34,70,8,70|8|35|61|99|8|37|16|19|17|4,0.0026666666666666666,0.6675555555555556
2,21|22,124,9,9|179|186,9|179|186,0.0005333333333333334,0.44461111111111107
3,21|23,93,122,122|89|114|49,122|89|114|49,0.0008,0.44469999999999993
1,21|24,187,34,34|340,34|340,0.0002666666666666667,0.4445222222222222
3,21|25,93,6,6|209|97|62,6|209|97|62,0.0008,0.44469999999999993
3,21|26,93,122,122|190|55|7,122|190|55|7,0.0008,0.44469999999999993
4,21|27,74,20,20|32|168|90|64,20|32|168|90|64,0.0010666666666666667,0.4447888888888889
5,21|28,62,5,5,5|23|5|277|57|7,0.0013333333333333333,0.6671111111111111
3,21|30,93,9,9|86|66|213,9|86|66|213,0.0008,0.44469999999999993
2,21|31,124,312,312|9|53,312|9|53,0.0005333333333333334,0.44461111111111107
4,21|32,74,85,85|126|34|76|53,85|126|34|76|53,0.0010666666666666667,0.4447888888888889
3,21|33,93,98,98|138|9|129,98|138|9|129,0.0008,0.44469999999999993
4,21|34,74,9,9|18|117|101|129,9|18|117|101|129,0.0010666666666666667,0.4447888888888889
5,21|35,62,28,49,28|67|49|30|151|49,0.0013333333333333333,0.6671111111111111
6,21|36,53,20,7,20|7|58|10|7|265|7,0.0016,0.6671999999999999
3,21|37,93,85,85|37|123|129,85|37|123|129,0.0008,0.44469999999999993
3,21|38,93,72,72|117|139|46,72|117|139|46,0.0008,0.44469999999999993
2,21|39,124,98,98|223|53,98|223|53,0.0005333333333333334,0.44461111111111107
3,21|40,93,20,20|52|143|159,20|52|143|159,0.0008,0.44469999999999993
3,21|41,93,95,95|125|4|150,95|125|4|150,0.0008,0.44469999999999993
4,21|42,74,5,5|204|47|36|82,5|204|47|36|82,0.0010666666666666667,0.4447888888888889
7,21|43,46,34,34|64|24|39|13|14|32|154,34|64|24|39|13|14|32|154,0.0018666666666666666,0.44505555555555554
1,22|23,187,330,330|44,330|44,0.0002666666666666667,0.4445222222222222
3,22|24,93,45,45|209|65|55,45|209|65|55,0.0008,0.44469999999999993
6,22|25,53,29,29|11|57|36|47|173|21,29|11|57|36|47|173|21,0.0016,0.4449666666666667
5,22|26,62,15,15|25|8|183|3|140,15|25|8|183|3|140,0.0013333333333333333,0.44487777777777776
2,22|27,124,23,23|22|329,23|22|329,0.0005333333333333334,0.44461111111111107
4,22|28,74,180,180|14|44|81|55,180|14|44|81|55,0.0010666666666666667,0.4447888888888889
7,22|29,46,15,15|140|76|3|80|12|39|9,15|140|76|3|80|12|39|9,0.0018666666666666666,0.44505555555555554
5,22|30,62,9,9|5|1|71|230|58,9|5|1|71|230|58,0.0013333333333333333,0.44487777777777776
2,22|31,124,86,86|259|29,86|259|29,0.0005333333333333334,0.44461111111111107
5,22|32,62,14,10,14|180|151|10|10|9,0.0013333333333333333,0.6671111111111111
1,22|33,187,175,175|199,175|199,0.0002666666666666667,0.4445222222222222
5,22|34,62,9,9|40|37|122|111|55,9|40|37|122|111|55,0.0013333333333333333,0.44487777777777776
2,22|35,124,248,248|121|5,248|121|5,0.0005333333333333334,0.44461111111111107
6,22|36,53,49,49|84|42|56|3|20|120,49|84|42|56|3|20|120,0.0016,0.4449666666666667
9,22|37,37,29,29|16|4|84|20|85|107|8|2|19,29|16|4|84|20|85|107|8|2|19,0.0024,0.4452333333333333
4,22|38,74,97,97|229|4|39|5,97|229|4|39|5,0.0010666666666666667,0.4447888888888889
6,22|39,53,15,15|50|249|2|10|29|19,15|50|249|2|10|29|19,0.0016,0.4449666666666667
4,22|40,74,14,9,14|9|148|9|194,0.0010666666666666667,0.6670222222222222
5,22|41,62,23,23|148|4|73|117|9,23|148|4|73|117|9,0.0013333333333333333,0.44487777777777776
5,22|42,62,14,14,14|34|107|150|14|55,0.0013333333333333333,0.6671111111111111
5,22|43,62,49,49|30|109|20|145|21,49|30|109|20|145|21,0.0013333333333333333,0.44487777777777776
4,23|24,74,212,212|71|25|42|24,212|71|25|42|24,0.0010666666666666667,0.4447888888888889
7,23|25,46,108,108|17|48|33|82|18|2|66,108|17|48|33|82|18|2|66,0.0018666666666666666,0.44505555555555554
4,23|26,74,76,76|42|4|166|86,76|42|4|166|86,0.0010666666666666667,0.4447888888888889
2,23|27,124,291,291|6|77,291|6|77,0.0005333333333333334,0.44461111111111107
3,23|28,93,1,1|122|186|65,1|122|186|65,0.0008,0.44469999999999993
4,23|29,74,212,212|79|15|3|65,212|79|15|3|65,0.0010666666666666667,0.4447888888888889
4,23|30,74,8,8|98|12|233|23,8|98|12|233|23,0.0010666666666666667,0.4447888888888889
4,23|31,74,36,36|228|7|35|68,36|228|7|35|68,0.0010666666666666667,0.4447888888888889
8,23|32,41,8,8|68|78|57|72|14|12|6|59,8|68|78|57|72|14|12|6|59,0.0021333333333333334,0.4451444444444444
6,23|33,53,59,59|64|165|19|29|15|23,59|64|165|19|29|15|23,0.0016,0.4449666666666667
4,23|34,74,264,264|27|40|19|24,264|27|40|19|24,0.0010666666666666667,0.4447888888888889
7,23|35,46,1,1|105|17|103|36|9|54|49,1|105|17|103|36|9|54|49,0.0018666666666666666,0.44505555555555554
7,23|36,46,36,23,36|23|59|108|57|24|44|23,0.0018666666666666666,0.6672888888888888
2,23|37,124,96,96|26|252,96|26|252,0.0005333333333333334,0.44461111111111107
5,23|38,62,76,76|111|19|24|100|44,76|111|19|24|100|44,0.0013333333333333333,0.44487777777777776
3,23|39,93,261,261|1|88|24,261|1|88|24,0.0008,0.44469999999999993
3,23|40,93,51,51|220|44|59,51|220|44|59,0.0008,0.44469999999999993
3,23|41,93,125,125|101|107|41,125|101|107|41,0.0008,0.44469999999999993
1,23|42,187,307,307|67,307|67,0.0002666666666666667,0.4445222222222222
6,23|43,53,122,122|5|60|25|84|37|41,122|5|60|25|84|37|41,0.0016,0.4449666666666667
4,24|25,74,3,3|136|65|104|66,3|136|65|104|66,0.0010666666666666667,0.4447888888888889
4,24|26,74,93,93|46|9|79|147,93|46|9|79|147,0.0010666666666666667,0.4447888888888889
4,24|27,74,3,3|36|6|24|305,3|36|6|24|305,0.0010666666666666667,0.4447888888888889
4,24|28,74,41,41|71|207|18|37,41|71|207|18|37,0.0010666666666666667,0.4447888888888889
5,24|29,62,42,42|50|74|12|34|162,42|50|74|12|34|162,0.0013333333333333333,0.44487777777777776
3,24|30,93,42,42|24|174|134,42|24|174|134,0.0008,0.44469999999999993
4,24|31,74,191,191|107|29|31|16,191|107|29|31|16,0.0010666666666666667,0.4447888888888889
4,24|32,74,69,69|79|135|44|47,69|79|135|44|47,0.0010666666666666667,0.4447888888888889
4,24|33,74,227,227|47|53|31|16,227|47|53|31|16,0.0010666666666666667,0.4447888888888889
6,24|34,53,78,78|91|9|141|8|23|24,78|91|9|141|8|23|24,0.0016,0.4449666666666667
4,24|35,74,69,69|24|85|49|147,69|24|85|49|147,0.0010666666666666667,0.4447888888888889
5,24|36,62,41,41|52|161|29|54|37,41|52|161|29|54|37,0.0013333333333333333,0.44487777777777776
5,24|37,62,0,0|45|21|211|55|42,0|45|21|211|55|42,0.0013333333333333333,0.22154444444444443
2,24|38,124,42,42|24|308,42|24|308,0.0005333333333333334,0.44461111111111107
8,24|39,41,39,13,39|60|13|57|3|32|133|13|24,0.0021333333333333334,0.6673777777777778
5,24|40,62,3,3|38|25|112|96|100,3|38|25|112|96|100,0.0013333333333333333,0.44487777777777776
2,24|41,124,93,93|6|275,93|6|275,0.0005333333333333334,0.44461111111111107
3,24|42,93,0,0|319|13|42,0|319|13|42,0.0008,0.22136666666666668
6,24|43,53,34,34|44|88|6|40|86|76,34|44|88|6|40|86|76,0.0016,0.4449666666666667
6,25|26,53,40,40|4|95|58|91|24|62,40|4|95|58|91|24|62,0.0016,0.4449666666666667
5,25|27,62,3,3|84|45|123|26|93,3|84|45|123|26|93,0.0013333333333333333,0.44487777777777776
6,25|28,53,137,137|14|29|4|160|28|2,137|14|29|4|160|28|2,0.0016,0.4449666666666667
6,25|29,53,13,13|48|22|69|154|12|56,13|48|22|69|154|12|56,0.0016,0.4449666666666667
2,25|30,124,56,56|81|237,56|81|237,0.0005333333333333334,0.44461111111111107
7,25|31,46,37,37|147|18|104|6|51|10|1,37|147|18|104|6|51|10|1,0.0018666666666666666,0.44505555555555554
1,25|32,187,244,244|130,244|130,0.0002666666666666667,0.4445222222222222
6,25|33,53,88,88|114|42|8|36|85|1,88|114|42|8|36|85|1,0.0016,0.4449666666666667
1,25|35,187,152,152|222,152|222,0.0002666666666666667,0.4445222222222222
6,25|36,53,56,56|17|60|89|21|129|2,56|17|60|89|21|129|2,0.0016,0.4449666666666667
8,25|37,41,29,29|104|19|6|39|25|122|9|21,29|104|19|6|39|25|122|9|21,0.0021333333333333334,0.4451444444444444
3,25|38,93,73,73|24|109|168,73|24|109|168,0.0008,0.44469999999999993
3,25|39,93,159,159|45|48|122,159|45|48|122,0.0008,0.44469999999999993
6,25|40,53,3,3|148|29|4|31|134|25,3|148|29|4|31|134|25,0.0016,0.4449666666666667
7,25|41,46,56,56|55|14|7|91|21|100|30,56|55|14|7|91|21|100|30,0.0018666666666666666,0.44505555555555554
3,25|42,93,83,83|76|204|11,83|76|204|11,0.0008,0.44469999999999993
6,25|43,53,44,44|199|10|28|37|35|21,44|199|10|28|37|35|21,0.0016,0.4449666666666667
2,26|27,124,35,35|288|51,35|288|51,0.0005333333333333334,0.44461111111111107
3,26|28,93,278,278|45|44|7,278|45|44|7,0.0008,0.44469999999999993
5,26|29,62,15,15|216|3|44|82|14,15|216|3|44|82|14,0.0013333333333333333,0.44487777777777776
3,26|30,93,15,15|103|28|228,15|103|28|228,0.0008,0.44469999999999993
5,26|31,62,35,35|80|78|73|46|62,35|80|78|73|46|62,0.0013333333333333333,0.44487777777777776
4,26|32,74,62,62|14|72|28|198,62|14|72|28|198,0.0010666666666666667,0.4447888888888889
6,26|33,53,19,19|202|6|15|46|74|12,19|202|6|15|46|74|12,0.0016,0.4449666666666667
3,26|34,93,19,19|202|141|12,19|202|141|12,0.0008,0.44469999999999993
4,26|35,74,11,11|82|54|80|147,11|82|54|80|147,0.0010666666666666667,0.4447888888888889
6,26|36,53,93,93|25|58|55|3|133|7,93|25|58|55|3|133|7,0.0016,0.4449666666666667
3,26|37,93,64,64|58|75|177,64|58|75|177,0.0008,0.44469999999999993
2,26|38,124,76,76|286|12,76|286|12,0.0005333333333333334,0.44461111111111107
1,26|39,187,15,15|359,15|359,0.0002666666666666667,0.4445222222222222
4,26|40,74,11,11|231|81|37|14,11|231|81|37|14,0.0010666666666666667,0.4447888888888889
2,26|41,124,62,62|31|281,62|31|281,0.0005333333333333334,0.44461111111111107
5,26|42,62,48,48|16|157|57|25|71,48|16|157|57|25|71,0.0013333333333333333,0.44487777777777776
4,26|43,74,44,44|78|135|82|35,44|78|135|82|35,0.0010666666666666667,0.4447888888888889
6,27|28,53,201,201|81|11|17|13|45|6,201|81|11|17|13|45|6,0.0016,0.4449666666666667
3,27|29,93,104,104|16|171|83,104|16|171|83,0.0008,0.44469999999999993
3,27|30,93,32,32|163|81|98,32|163|81|98,0.0008,0.44469999999999993
4,27|31,74,7,7|25|3|312|27,7|25|3|312|27,0.0010666666666666667,0.4447888888888889
3,27|32,93,69,69|66|162|77,69|66|162|77,0.0008,0.44469999999999993
4,27|34,74,168,168|101|22|56|27,168|101|22|56|27,0.0010666666666666667,0.4447888888888889
3,27|35,93,69,69|51|30|224,69|51|30|224,0.0008,0.44469999999999993
3,27|36,93,7,7|13|327|27,7|13|327|27,0.0008,0.44469999999999993
4,27|37,74,45,45|188|36|99|6,45|188|36|99|6,0.0010666666666666667,0.4447888888888889
3,27|38,93,195,195|38|91|50,195|38|91|50,0.0008,0.44469999999999993
2,27|39,124,39,39|121|214,39|121|214,0.0005333333333333334,0.44461111111111107
7,27|40,46,3,3,3|17|3|112|98|90|1|50,0.0018666666666666666,0.6672888888888888
8,27|41,41,23,23|109|18|10|41|19|73|31|50,23|109|18|10|41|19|73|31|50,0.0021333333333333334,0.4451444444444444
5,27|42,62,94,94|41|66|58|23|92,94|41|66|58|23|92,0.0013333333333333333,0.44487777777777776
3,27|43,93,220,220|49|12|93,220|49|12|93,0.0008,0.44469999999999993
3,28|29,93,131,131|147|31|65,131|147|31|65,0.0008,0.44469999999999993
2,28|30,124,137,137|135|102,137|135|102,0.0005333333333333334,0.44461111111111107
5,28|31,62,54,54|13|117|100|82|8,54|13|117|100|82|8,0.0013333333333333333,0.44487777777777776
4,28|32,74,46,46|148|90|25|65,46|148|90|25|65,0.0010666666666666667,0.4447888888888889
3,28|33,93,123,123|91|58|102,123|91|58|102,0.0008,0.44469999999999993
3,28|34,93,2,2|261|56|55,2|261|56|55,0.0008,0.44469999999999993
8,28|35,41,1,1|23|4|63|32|161|36|9|45,1|23|4|63|32|161|36|9|45,0.0021333333333333334,0.4451444444444444
5,28|36,62,41,41|296|30|5|2|0,41|296|30|5|2|0,0.0013333333333333333,0.44487777777777776
7,28|37,46,89,81,89|68|81|25|81|24|6|0,0.0018666666666666666,0.6672888888888888
2,28|38,124,24,24|168|182,24|168|182,0.0005333333333333334,0.44461111111111107
3,28|39,93,54,54|58|225|37,54|58|225|37,0.0008,0.44469999999999993
8,28|40,41,18,18|23|26|84|29|4|136|3|51,18|23|26|84|29|4|136|3|51,0.0021333333333333334,0.4451444444444444
7,28|41,46,55,55|146|92|36|15|22|8|0,55|146|92|36|15|22|8|0,0.0018666666666666666,0.44505555555555554
8,28|42,41,5,5|13|71|103|9|77|4|37|55,5|13|71|103|9|77|4|37|55,0.0021333333333333334,0.4451444444444444
2,28|43,124,89,89|125|160,89|125|160,0.0005333333333333334,0.44461111111111107
4,29|30,74,15,15|23|4|156|176,15|23|4|156|176,0.0010666666666666667,0.4447888888888889
2,29|31,124,304,304|2|68,304|2|68,0.0005333333333333334,0.44461111111111107
4,29|32,74,90,90|80|139|56|9,90|80|139|56|9,0.0010666666666666667,0.4447888888888889
3,29|33,93,53,53|37|161|123,53|37|161|123,0.0008,0.44469999999999993
5,29|34,62,53,53|81|36|8|113|83,53|81|36|8|113|83,0.0013333333333333333,0.44487777777777776
4,29|35,74,120,120|9|23|26|196,120|9|23|26|196,0.0010666666666666667,0.4447888888888889
3,29|36,93,103,103|128|3|140,103|128|3|140,0.0008,0.44469999999999993
4,29|37,74,129,129|13|10|18|204,129|13|10|18|204,0.0010666666666666667,0.4447888888888889
2,29|38,124,42,42|284|48,42|284|48,0.0005333333333333334,0.44461111111111107
6,29|39,53,15,48,15|38|48|41|172|12|48,0.0016,0.6671999999999999
5,29|40,62,38,38|65|75|73|109|14,38|65|75|73|109|14,0.0013333333333333333,0.44487777777777776
2,29|41,124,134,134|231|9,134|231|9,0.0005333333333333334,0.44461111111111107
7,29|42,46,38,21,38|45|51|21|43|80|21|75,0.0018666666666666666,0.6672888888888888
4,29|43,74,113,113|53|46|106|56,113|53|46|106|56,0.0010666666666666667,0.4447888888888889
2,30|31,124,32,32|54|288,32|54|288,0.0005333333333333334,0.44461111111111107
3,30|32,93,8,8|6|36|324,8|6|36|324,0.0008,0.44469999999999993
3,30|33,93,272,272|8|71|23,272|8|71|23,0.0008,0.44469999999999993
4,30|34,74,9,124,9|77|40|124|124,0.0010666666666666667,0.6670222222222222
4,30|35,74,31,31|64|11|196|72,31|64|11|196|72,0.0010666666666666667,0.4447888888888889
4,30|36,74,56,23,56|39|23|233|23,0.0010666666666666667,0.6670222222222222
3,30|37,93,66,66|120|116|72,66|120|116|72,0.0008,0.44469999999999993
4,30|38,74,42,42|8|16|129|179,42|8|16|129|179,0.0010666666666666667,0.4447888888888889
4,30|39,74,15,15|104|67|130|58,15|104|67|130|58,0.0010666666666666667,0.4447888888888889
5,30|40,62,14,14|24|28|141|95|72,14|24|28|141|95|72,0.0013333333333333333,0.44487777777777776
3,30|41,93,50,50|6|39|279,50|6|39|279,0.0008,0.44469999999999993
3,30|42,93,14,14|24|160|176,14|24|160|176,0.0008,0.44469999999999993
1,30|43,187,161,161|213,161|213,0.0002666666666666667,0.4445222222222222
5,31|32,62,247,37,247|37|37|6|18|29,0.0013333333333333333,0.6671111111111111
6,31|33,53,143,143|56|3|125|31|15|1,143|56|3|125|31|15|1,0.0016,0.4449666666666667
6,31|34,53,75,75|11|81|97|63|20|27,75|11|81|97|63|20|27,0.0016,0.4449666666666667
2,31|35,124,271,271|13|90,271|13|90,0.0005333333333333334,0.44461111111111107
3,31|36,93,7,7|29|311|27,7|29|311|27,0.0008,0.44469999999999993
2,31|37,124,124,124|221|29,124|221|29,0.0005333333333333334,0.44461111111111107
1,31|38,187,140,140|234,140|234,0.0002666666666666667,0.4445222222222222
3,31|39,93,54,54|70|197|53,54|70|197|53,0.0008,0.44469999999999993
3,31|40,93,67,67|117|87|103,67|117|87|103,0.0008,0.44469999999999993
3,31|41,93,199,199|48|119|8,199|48|119|8,0.0008,0.44469999999999993
1,31|42,187,363,363|11,363|11,0.0002666666666666667,0.4445222222222222
4,31|43,74,143,143|24|131|36|40,143|24|131|36|40,0.0010666666666666667,0.4447888888888889
5,32|33,62,90,90|59|95|1|82|47,90|59|95|1|82|47,0.0013333333333333333,0.44487777777777776
5,32|34,62,165,165|5|75|82|14|33,165|5|75|82|14|33,0.0013333333333333333,0.44487777777777776
2,32|35,124,69,69|215|90,69|215|90,0.0005333333333333334,0.44461111111111107
4,32|36,74,85,91,85|91|37|70|91,0.0010666666666666667,0.6670222222222222
6,32|37,53,85,85|79|6|75|100|10|19,85|79|6|75|100|10|19,0.0016,0.4449666666666667
4,32|38,74,50,50|26|134|79|85,50|26|134|79|85,0.0010666666666666667,0.4447888888888889
2,32|39,124,321,321|34|19,321|34|19,0.0005333333333333334,0.44461111111111107
6,32|40,53,14,30,14|121|30|18|30|102|59,0.0016,0.6671999999999999
6,32|41,53,50,50|12|19|163|3|118|9,50|12|19|163|3|118|9,0.0016,0.4449666666666667
4,32|42,74,14,14|121|48|158|33,14|121|48|158|33,0.0010666666666666667,0.4447888888888889
1,32|43,187,164,164|210,164|210,0.0002666666666666667,0.4445222222222222
9,33|34,37,19,34,19|34|168|18|6|56|26|34|1|12,0.0024,0.6674666666666668
2,33|35,124,123,123|104|147,123|104|147,0.0005333333333333334,0.44461111111111107
6,33|36,53,59,59|77|39|41|91|44|23,59|77|39|41|91|44|23,0.0016,0.4449666666666667
2,33|37,124,12,12|233|129,12|233|129,0.0005333333333333334,0.44461111111111107
2,33|38,124,136,136|226|12,136|226|12,0.0005333333333333334,0.44461111111111107
3,33|39,93,53,53|45|154|122,53|45|154|122,0.0008,0.44469999999999993
4,33|40,74,242,242|9|23|87|13,242|9|23|87|13,0.0010666666666666667,0.4447888888888889
7,33|41,46,128,128|47|24|17|23|5|57|73,128|47|24|17|23|5|57|73,0.0018666666666666666,0.44505555555555554
4,33|42,74,82,82|46|93|86|67,82|46|93|86|67,0.0010666666666666667,0.4447888888888889
4,33|43,74,98,98|45|71|25|135,98|45|71|25|135,0.0010666666666666667,0.4447888888888889
3,34|35,93,144,144|34|57|139,144|34|57|139,0.0008,0.44469999999999993
4,34|36,74,27,27,27|22|186|112|27,0.0010666666666666667,0.6670222222222222
7,34|37,46,49,49|121|75|4|14|6|18|87,49|121|75|4|14|6|18|87,0.0018666666666666666,0.44505555555555554
2,34|38,124,218,218|144|12,218|144|12,0.0005333333333333334,0.44461111111111107
5,34|39,62,53,53|116|49|69|63|24,53|116|49|69|63|24,0.0013333333333333333,0.44487777777777776
7,34|40,46,10,13,10|74|72|9|13|181|2|13,0.0018666666666666666,0.6672888888888888
4,34|41,74,134,134|105|48|14|73,134|105|48|14|73,0.0010666666666666667,0.4447888888888889
6,34|42,53,134,134|87|7|1|90|22|33,134|87|7|1|90|22|33,0.0016,0.4449666666666667
8,34|43,41,10,10,10|39|29|89|41|21|10|30|105,0.0021333333333333334,0.6673777777777778
4,35|36,74,93,93|2|131|9|139,93|2|131|9|139,0.0010666666666666667,0.4447888888888889
3,35|37,93,129,129|23|150|72,129|23|150|72,0.0008,0.44469999999999993
2,35|38,124,24,24|345|5,24|345|5,0.0005333333333333334,0.44461111111111107
1,35|39,187,262,262|112,262|112,0.0002666666666666667,0.4445222222222222
8,35|40,41,11,11|57|49|61|93|31|18|34|20,11|57|49|61|93|31|18|34|20,0.0021333333333333334,0.4451444444444444
7,35|41,46,93,93|2|55|76|22|81|6|39,93|2|55|76|22|81|6|39,0.0018666666666666666,0.44505555555555554
1,35|42,187,219,219|155,219|155,0.0002666666666666667,0.4445222222222222
3,35|43,93,60,60|10|104|200,60|10|104|200,0.0008,0.44469999999999993
7,36|37,46,17,17|32|36|48|70|19|152|0,17|32|36|48|70|19|152|0,0.0018666666666666666,0.44505555555555554
2,36|38,124,73,73|63|238,73|63|238,0.0005333333333333334,0.44461111111111107
3,36|39,93,22,22|315|33|4,22|315|33|4,0.0008,0.44469999999999993
5,36|40,62,20,20|21|62|110|151|10,20|21|62|110|151|10,0.0013333333333333333,0.44487777777777776
8,36|41,41,56,56|37|2|80|41|10|49|99|0,56|37|2|80|41|10|49|99|0,0.0021333333333333334,0.4451444444444444
2,36|42,124,273,273|34|67,273|34|67,0.0005333333333333334,0.44461111111111107
6,36|43,53,49,49|154|40|25|5|97|4,49|154|40|25|5|97|4,0.0016,0.4449666666666667
3,37|38,93,66,66|167|34|107,66|167|34|107,0.0008,0.44469999999999993
6,37|39,53,124,124|18|44|81|20|68|19,124|18|44|81|20|68|19,0.0016,0.4449666666666667
5,37|40,62,30,30|36|167|52|17|72,30|36|167|52|17|72,0.0013333333333333333,0.44487777777777776
6,37|41,53,30,30,30|237|20|26|31|30|0,0.0016,0.6671999999999999
5,37|42,62,0,0|64|25|243|16|26,0|64|25|243|16|26,0.0013333333333333333,0.22154444444444443
7,37|43,46,49,49|40|33|42|39|66|84|21,49|40|33|42|39|66|84|21,0.0018666666666666666,0.44505555555555554
4,38|39,74,100,100|118|49|59|48,100|118|49|59|48,0.0010666666666666667,0.4447888888888889
4,38|40,74,66,66|6|161|91|50,66|6|161|91|50,0.0010666666666666667,0.4447888888888889
4,38|41,74,26,26|24|217|57|50,26|24|217|57|50,0.0010666666666666667,0.4447888888888889
1,38|42,187,192,192|182,192|182,0.0002666666666666667,0.4445222222222222
1,38|43,187,187,187,187|187,0.0002666666666666667,0.6667555555555555
1,39|40,187,265,265|109,265|109,0.0002666666666666667,0.4445222222222222
7,39|41,46,99,99|61|36|4|37|30|20|87,99|61|36|4|37|30|20|87,0.0018666666666666666,0.44505555555555554
2,39|42,124,159,159|127|88,159|127|88,0.0005333333333333334,0.44461111111111107
4,39|43,74,98,98|74|93|105|4,98|74|93|105|4,0.0010666666666666667,0.4447888888888889
4,40|41,74,23,23|7|141|153|50,23|7|141|153|50,0.0010666666666666667,0.4447888888888889
5,40|42,62,14,14|4|20|97|48|191,14|4|20|97|48|191,0.0013333333333333333,0.44487777777777776
2,40|43,124,10,10|255|109,10|255|109,0.0005333333333333334,0.44461111111111107
3,41|42,93,128,128|6|67|173,128|6|67|173,0.0008,0.44469999999999993
3,41|43,93,220,220|19|94|41,220|19|94|41,0.0008,0.44469999999999993
3,42|43,93,89,89|140|44|101,89|140|44|101,0.0008,0.44469999999999993
