conteo,tupla,X,L,M,T,P,Pr
7,9|33,46,59,59|29|50|5|56|15|144|16,59|29|50|5|56|15|144|16,0.0018666666666666666,0.44505555555555554
5,9|34,62,58,58|17|153|32|99|15,58|17|153|32|99|15,0.0013333333333333333,0.44487777777777776
4,9|35,74,24,24|46|47|3|254,24|46|47|3|254,0.0010666666666666667,0.4447888888888889
2,9|36,124,17,17|42|315,17|42|315,0.0005333333333333334,0.44461111111111107
5,9|37,62,17,17|140|40|116|35|26,17|140|40|116|35|26,0.0013333333333333333,0.44487777777777776
3,9|38,93,24,24|206|59|85,24|206|59|85,0.0008,0.44469999999999993
2,9|39,124,116,116|170|88,116|170|88,0.0005333333333333334,0.44461111111111107
5,9|40,62,3,3|64|50|226|16|15,3|64|50|226|16|15,0.0013333333333333333,0.44487777777777776
2,9|41,124,199,199|114|61,199|114|61,0.0005333333333333334,0.44461111111111107
6,9|42,53,94,13,94|134|13|45|13|49|26,0.0016,0.6671999999999999
3,9|43,93,70,70|73|71|160,70|73|71|160,0.0008,0.44469999999999993
3,10|11,93,30,30|61|49|234,30|61|49|234,0.0008,0.44469999999999993
5,10|12,62,132,132|49|29|25|35|104,132|49|29|25|35|104,0.0013333333333333333,0.44487777777777776
4,10|13,74,48,48|32|130|118|46,48|32|130|118|46,0.0010666666666666667,0.4447888888888889
7,10|14,46,65,65|85|6|40|2|26|55|95,65|85|6|40|2|26|55|95,0.0018666666666666666,0.44505555555555554
5,10|15,62,81,10,81|10|10|39|92|142,0.0013333333333333333,0.6671111111111111
6,10|16,53,101,101|7|3|159|61|23|20,101|7|3|159|61|23|20,0.0016,0.4449666666666667
4,10|17,74,166,166|104|47|15|42,166|104|47|15|42,0.0010666666666666667,0.4447888888888889
5,10|18,62,34,34|147|87|11|75|20,34|147|87|11|75|20,0.0013333333333333333,0.44487777777777776
3,10|19,93,196,196|72|63|43,196|72|63|43,0.0008,0.44469999999999993
8,10|20,41,27,27|53|1|38|18|12|75|55|95,27|53|1|38|18|12|75|55|95,0.0021333333333333334,0.4451444444444444
6,10|21,53,5,5|22|7|190|101|3|46,5|22|7|190|101|3|46,0.0016,0.4449666666666667
2,10|22,124,48,48|17|309,48|17|309,0.0005333333333333334,0.44461111111111107
6,10|23,53,108,108|79|77|24|37|6|43,108|79|77|24|37|6|43,0.0016,0.4449666666666667
4,10|24,74,34,34|132,34|132|132|34|42,0.0010666666666666667,0.4447888888888889
7,10|25,46,87,21,87|21|3|21|5|15|136|86,0.0018666666666666666,0.6672888888888888
2,10|26,124,48,48|240|86,48|240|86,0.0005333333333333334,0.44461111111111107
5,10|27,62,32,32|55|45|18|120|104,32|55|45|18|120|104,0.0013333333333333333,0.44487777777777776
4,10|28,74,5,5|86|46|192|45,5|86|46|192|45,0.0010666666666666667,0.4447888888888889
4,10|29,74,101,101|51|14|32|176,101|51|14|32|176,0.0010666666666666667,0.4447888888888889
4,10|30,74,32,32|87|18|61|176,32|87|18|61|176,0.0010666666666666667,0.4447888888888889
5,10|31,62,32,32|108|5|119|34|76,32|108|5|119|34|76,0.0013333333333333333,0.44487777777777776
4,10|32,74,81,81|68|34|27|164,81|68|34|27|164,0.0010666666666666667,0.4447888888888889
3,10|33,93,149,149|130|9|86,149|130|9|86,0.0008,0.44469999999999993
5,10|34,62,27,27|129|79|29|67|43,27|129|79|29|67|43,0.0013333333333333333,0.44487777777777776
8,10|35,41,91,91|26|33|2|83|90|4|25|20,91|26|33|2|83|90|4|25|20,0.0021333333333333334,0.4451444444444444
4,10|36,74,27,27|208|33|7|99,27|208|33|7|99,0.0010666666666666667,0.4447888888888889
4,10|37,74,30,30|122|165|15|42,30|122|165|15|42,0.0010666666666666667,0.4447888888888889
4,10|38,74,140,140|47|23|118|46,140|47|23|118|46,0.0010666666666666667,0.4447888888888889
6,10|39,53,65,36,65|36|18|62|15|36|142,0.0016,0.6671999999999999
5,10|40,62,30,30|87|39|27|171|20,30|87|39|27|171|20,0.0013333333333333333,0.44487777777777776
9,10|41,37,30,30|51,30|51|30|21|18|46|28|51|54|45,0.0024,0.4452333333333333
5,10|42,62,5,5|43|135|15|134|42,5|43|135|15|134|42,0.0013333333333333333,0.44487777777777776
5,10|43,62,34,34|132|21|81|30|76,34|132|21|81|30|76,0.0013333333333333333,0.44487777777777776
4,11|12,74,162,162|90|13|30|79,162|90|13|30|79,0.0010666666666666667,0.4447888888888889
1,11|13,187,107,107|267,107|267,0.0002666666666666667,0.4445222222222222
2,11|14,124,121,121|5|248,121|5|248,0.0005333333333333334,0.44461111111111107
4,11|15,74,68,68|23|49|168|66,68|23|49|168|66,0.0010666666666666667,0.4447888888888889
5,11|16,62,21,21|10|90|41|55|157,21|10|90|41|55|157,0.0013333333333333333,0.44487777777777776
2,11|17,124,261,261|34|79,261|34|79,0.0005333333333333334,0.44461111111111107
5,11|18,62,107,107|20|2|148|38|59,107|20|2|148|38|59,0.0013333333333333333,0.44487777777777776
3,11|19,93,103,103|87|178|6,103|87|178|6,0.0008,0.44469999999999993
3,11|20,93,72,72|54|85|163,72|54|85|163,0.0008,0.44469999999999993
5,11|21,62,72,72|26|113|9|101|53,72|26|113|9|101|53,0.0013333333333333333,0.44487777777777776
2,11|22,124,40,40|208|126,40|208|126,0.0005333333333333334,0.44461111111111107
8,11|23,41,127,127|84|6|44|46|1|7|18|41,127|84|6|44|46|1|7|18|41,0.0021333333333333334,0.4451444444444444
3,11|24,93,112,112|165|31|66,112|165|31|66,0.0008,0.44469999999999993
5,11|25,62,13,13|27|150|62|56|66,13|27|150|62|56|66,0.0013333333333333333,0.44487777777777776
4,11|26,74,40,40|22|100|80|132,40|22|100|80|132,0.0010666666666666667,0.4447888888888889
4,11|27,74,107,107|53|60|148|6,107|53|60|148|6,0.0010666666666666667,0.4447888888888889
4,11|28,74,91,91|21|254|2|6,91|21|254|2|6,0.0010666666666666667,0.4447888888888889
3,11|29,93,13,13|90|26|245,13|90|26|245,0.0008,0.44469999999999993
2,11|30,124,31,31|95|248,31|95|248,0.0005333333333333334,0.44461111111111107
3,11|31,93,140,140|181|45|8,140|181|45|8,0.0008,0.44469999999999993
5,11|32,62,21,21|41|149|104|6|53,21|41|149|104|6|53,0.0013333333333333333,0.44487777777777776
5,11|33,62,98,98|38|106|10|55|67,98|38|106|10|55|67,0.0013333333333333333,0.44487777777777776
1,11|34,187,126,126|248,126|248,0.0002666666666666667,0.4445222222222222
5,11|35,62,31,31|37|23|38|119|126,31|37|23|38|119|126,0.0013333333333333333,0.44487777777777776
5,11|36,62,74,74|29|18|15|171|67,74|29|18|15|171|67,0.0013333333333333333,0.44487777777777776
4,11|37,74,30,30|99|148|91|6,30|99|148|91|6,0.0010666666666666667,0.4447888888888889
3,11|38,93,72,72|64|4|234,72|64|4|234,0.0008,0.44469999999999993
8,11|39,41,98,98|14|48|40|52|9|4|56|53,98|14|48|40|52|9|4|56|53,0.0021333333333333334,0.4451444444444444
8,11|40,41,30,30,30|38|4|31|139|23|30|20|59,0.0021333333333333334,0.6673777777777778
8,11|41,41,30,30|32|98|40|20|28|85|33|8,30|32|98|40|20|28|85|33|8,0.0021333333333333334,0.4451444444444444
2,11|42,124,241,241|66|67,241|66|67,0.0005333333333333334,0.44461111111111107
5,11|43,62,98,98|29|93|45|68|41,98|29|93|45|68|41,0.0013333333333333333,0.44487777777777776
1,12|12,7,0,1,0|1|3|8|32|8|6|1|4|14|5|4|14|10|3|3|14|2|7|2|2|3|1|15|17|2|29|25|1|1|7|8|5|3|2|3|5|2|17|4|1|1|18|1|24|14|7|4|1|5|2|3,0.0002666666666666667,0.4434222222222222
4,12|13,74,210,210|52|32|69|11,210|52|32|69|11,0.0010666666666666667,0.4447888888888889
1,12|14,187,141,141|233,141|233,0.0002666666666666667,0.4445222222222222
6,12|15,53,4,4|78|18|41|6|147|80,4|78|18|41|6|147|80,0.0016,0.4449666666666667
8,12|16,41,52,10,52|48|10|36|16|74|24|10|104,0.0021333333333333334,0.6673777777777778
4,12|17,74,77,77|53|140|25|79,77|53|140|25|79,0.0010666666666666667,0.4447888888888889
7,12|18,46,179,179|2|79|29|5|19|25|36,179|2|79|29|5|19|25|36,0.0018666666666666666,0.44505555555555554
6,12|19,53,0,0|12|101|180|59|17|5,0|12|101|180|59|17|5,0.0016,0.22163333333333335
4,12|20,74,12,12|101|124|127|10,12|101|124|127|10,0.0010666666666666667,0.4447888888888889
3,12|21,93,52,52|184|116|22,52|184|116|22,0.0008,0.44469999999999993
3,12|22,93,86,86|228|55|5,86|228|55|5,0.0008,0.44469999999999993
4,12|23,74,1,1|3|55|203|112,1|3|55|203|112,0.0010666666666666667,0.4447888888888889
2,12|24,124,0,0|139|235,0|139|235,0.0005333333333333334,0.2212777777777778
6,12|25,53,44,44|88|7|105|8|111|11,44|88|7|105|8|111|11,0.0016,0.4449666666666667
6,12|26,53,44,95,44|95|7|1|15|95|117,0.0016,0.6671999999999999
4,12|27,74,52,52|80|138|23|81,52|80|138|23|81,0.0010666666666666667,0.4447888888888889
3,12|28,93,1,1|271|21|81,1|271|21|81,0.0008,0.44469999999999993
2,12|29,124,113,113|201|60,113|201|60,0.0005333333333333334,0.44461111111111107
3,12|30,93,86,86|60|126|102,86|60|126|102,0.0008,0.44469999999999993
4,12|31,74,86,86|57|151|69|11,86|57|151|69|11,0.0010666666666666667,0.4447888888888889
3,12|32,93,210,210|34|45|85,210|34|45|85,0.0008,0.44469999999999993
8,12|33,41,12,8,12|47|23|61|93|8|8|20|102,0.0021333333333333334,0.6673777777777778
5,12|34,62,58,58|28|149|25|99|15,58|28|149|25|99|15,0.0013333333333333333,0.44487777777777776
7,12|35,46,1,1|129|17|32|56|27|107|5,1|129|17|32|56|27|107|5,0.0018666666666666666,0.44505555555555554
4,12|36,74,59,59|176|103|26|10,59|176|103|26|10,0.0010666666666666667,0.4447888888888889
4,12|37,74,0,0|12|301|58|3,0|12|301|58|3,0.0010666666666666667,0.22145555555555554
5,12|38,62,100,100|41|69|79|80|5,100|41|69|79|80|5,0.0013333333333333333,0.44487777777777776
8,12|39,41,100,100|16|65|56|15|10|3|49|60,100|16|65|56|15|10|3|49|60,0.0021333333333333334,0.4451444444444444
6,12|40,62,63,63|202|30|64|5|10,63|202|30|64|5|10,0.0016,0.4449666666666667
5,12|41,62,132,132|105|7|49|20|61,132|105|7|49|20|61,0.0013333333333333333,0.44487777777777776
3,12|42,93,0,0|82|281|11,0|82|281|11,0.0008,0.22136666666666668
6,12|43,53,44,44|33|36|30|114|8|109,44|33|36|30|114|8|109,0.0016,0.4449666666666667
6,13|14,53,115,115|62|42|27|57|43|28,115|62|42|27|57|43|28,0.0016,0.4449666666666667
4,13|15,74,193,193|81|20|45|35,193|81|20|45|35,0.0010666666666666667,0.4447888888888889
4,13|16,74,25,25|22|199|17|111,25|22|199|17|111,0.0010666666666666667,0.4447888888888889
1,13|17,187,346,346|28,346|28,0.0002666666666666667,0.4445222222222222
4,13|18,74,107,107|31|156|45|35,107|31|156|45|35,0.0010666666666666667,0.4447888888888889
2,13|19,124,6,6|132|236,6|132|236,0.0005333333333333334,0.44461111111111107
3,13|20,93,80,80|240|40|14,80|240|40|14,0.0008,0.44469999999999993
2,13|21,124,6,6|322|46,6|322|46,0.0005333333333333334,0.44461111111111107
3,13|22,93,23,23|25|160|166,23|25|160|166,0.0008,0.44469999999999993
3,13|23,93,262,262|74|10|28,262|74|10|28,0.0008,0.44469999999999993
3,13|24,93,39,39|60|175|100,39|60|175|100,0.0008,0.44469999999999993
5,13|25,62,6,6|50|146|41|120|11,6|50|146|41|120|11,0.0013333333333333333,0.44487777777777776
7,13|26,46,48,48|67|78|110|36|1|20|14,48|67|78|110|36|1|20|14,0.0018666666666666666,0.44505555555555554
3,13|27,93,23,23|16|68|267,23|16|68|267,0.0008,0.44469999999999993
3,13|28,93,131,131|132|57|54,131|132|57|54,0.0008,0.44469999999999993
4,13|29,74,38,38|93|173|56|14,38|93|173|56|14,0.0010666666666666667,0.4447888888888889
3,13|30,93,25,25|13|18|318,25|13|18|318,0.0008,0.44469999999999993
7,13|31,46,115,115|78|6|3|92|10|59|11,115|78|6|3|92|10|59|11,0.0018666666666666666,0.44505555555555554
2,13|32,124,164,164,164|46|164,0.0005333333333333334,0.6668444444444445
6,13|33,53,138,138|61|3|44|28|62|38,138|61|3|44|28|62|38,0.0016,0.4449666666666667
2,13|34,124,208,208|55|111,208|55|111,0.0005333333333333334,0.44461111111111107
3,13|35,93,219,219|43|58|54,219|43|58|54,0.0008,0.44469999999999993
2,13|36,124,56,56|187|131,56|187|131,0.0005333333333333334,0.44461111111111107
3,13|37,93,164,164|13|86|111,164|13|86|111,0.0008,0.44469999999999993
2,13|38,124,210,210|118|46,210|118|46,0.0005333333333333334,0.44461111111111107
3,13|39,93,39,39|60|163|112,39|60|163|112,0.0008,0.44469999999999993
6,13|40,53,23,23,23|15|236|46|23|17|14,0.0016,0.6671999999999999
5,13|41,62,23,23|24|9|43|100|175,23|24|9|43|100|175,0.0013333333333333333,0.44487777777777776
5,13|42,62,38,38|10|171|84|60|11,38|10|171|84|60|11,0.0013333333333333333,0.44487777777777776
4,13|43,74,164,35,164|44|35|96|35,0.0010666666666666667,0.6670222222222222
3,14|15,93,141,141|64|144|25,141|64|144|25,0.0008,0.44469999999999993
5,14|16,62,57,57|48|16|125|44|84,57|48|16|125|44|84,0.0013333333333333333,0.44487777777777776
4,14|17,74,96,96|9|241|11|17,96|9|241|11|17,0.0010666666666666667,0.4447888888888889
4,14|18,74,57,57|22|126|74|95,57|22|126|74|95,0.0010666666666666667,0.4447888888888889
3,14|19,93,43,43|139|14|178,43|139|14|178,0.0008,0.44469999999999993
6,14|20,53,126,126|78|20|55|26|44|25,126|78|20|55|26|44|25,0.0016,0.4449666666666667
4,14|21,74,28,28|196|68|18|64,28|196|68|18|64,0.0010666666666666667,0.4447888888888889
4,14|22,74,65,65|14|103|123|69,65|14|103|123|69,0.0010666666666666667,0.4447888888888889
3,14|23,93,51,51|45|250|28,51|45|250|28,0.0008,0.44469999999999993
1,14|24,187,204,204|170,204|170,0.0002666666666666667,0.4445222222222222
7,14|25,46,37,37|46|114|7|1|139|5|25,37|46|114|7|1|139|5|25,0.0018666666666666666,0.44505555555555554
4,14|26,74,115,115|82|69|37|71,115|82|69|37|71,0.0010666666666666667,0.4447888888888889
3,14|27,93,150,150|119|41|64,150|119|41|64,0.0008,0.44469999999999993
7,14|28,46,2,2|26|15|11|160|96|34|30,2|26|15|11|160|96|34|30,0.0018666666666666666,0.44505555555555554
3,14|29,93,83,83|115|159|17,83|115|159|17,0.0008,0.44469999999999993
3,14|30,93,126,72,126|72|104|72,0.0008,0.6669333333333333
6,14|31,53,37,37|17|21|30|10|151|108,37|17|21|30|10|151|108,0.0016,0.4449666666666667
1,14|32,187,341,341|33,341|33,0.0002666666666666667,0.4445222222222222
3,14|33,93,214,214|32|33|95,214|32|33|95,0.0008,0.44469999999999993
6,14|34,53,2,2|73|51|30|113|72|33,2|73|51|30|113|72|33,0.0016,0.4449666666666667
6,14|35,53,28,28|32|90|69|71|12|72,28|32|90|69|71|12|72,0.0016,0.4449666666666667
2,14|36,124,57,57|64|253,57|64|253,0.0005333333333333334,0.44461111111111107
6,14|37,53,96,96|81|20|72|33|42|30,96|81|20|72|33|42|30,0.0016,0.4449666666666667
1,14|38,187,141,141|233,141|233,0.0002666666666666667,0.4445222222222222
4,14|39,74,54,54|11|131|8|170,54|11|131|8|170,0.0010666666666666667,0.4447888888888889
4,14|40,74,51,51|105|146|47|25,51|105|146|47|25,0.0010666666666666667,0.4447888888888889
4,14|41,74,150,150|46|28|120|30,150|46|28|120|30,0.0010666666666666667,0.4447888888888889
7,14|42,46,83,83|115|21|73|11|2|36|33,83|115|21|73|11|2|36|33,0.0018666666666666666,0.44505555555555554
4,14|43,74,60,60|19|135|55|105,60|19|135|55|105,0.0010666666666666667,0.4447888888888889
4,15|16,74,100,100|1|47|194|32,100|1|47|194|32,0.0010666666666666667,0.4447888888888889
5,15|18,62,169,169|36|89|45|3|32,169|36|89|45|3|32,0.0013333333333333333,0.44487777777777776
4,15|19,74,209,209|50|17|66|32,209|50|17|66|32,0.0010666666666666667,0.4447888888888889
4,15|20,74,81,81|92|145|31|25,81|92|145|31|25,0.0010666666666666667,0.4447888888888889
3,15|21,93,209,209|103|55|7,209|103|55|7,0.0008,0.44469999999999993
1,15|22,187,330,330|44,330|44,0.0002666666666666667,0.4445222222222222
5,15|23,62,4,4,4|4|165|135|22|44,0.0013333333333333333,0.6671111111111111
6,15|24,53,92,92|56|21|105|34|14|52,92|56|21|105|34|14|52,0.0016,0.4449666666666667
6,15|25,53,173,173|32|103|4|6|31|25,173|32|103|4|6|31|25,0.0016,0.4449666666666667
6,15|26,53,147,147|1|45|119|27|28|7,147|1|45|119|27|28|7,0.0016,0.4449666666666667
3,15|27,93,201,201|58|17|98,201|58|17|98,0.0008,0.44469999999999993
6,15|28,53,91,83,91|101|9|83|83|7|0,0.0016,0.6671999999999999
3,15|29,93,92,92|9|217|56,92|9|217|56,0.0008,0.44469999999999993
2,15|30,124,8,8|268|98,8|268|98,0.0005333333333333334,0.44461111111111107
5,15|31,62,140,140|53|91|10|18|62,140|53|91|10|18|62,0.0013333333333333333,0.44487777777777776
4,15|32,74,8,8|73|67|136|90,8|73|67|136|90,0.0010666666666666667,0.4447888888888889
2,15|33,124,82,82|192|100,82|192|100,0.0005333333333333334,0.44461111111111107
1,15|34,187,169,169|205,169|205,0.0002666666666666667,0.4445222222222222
4,15|35,74,68,68|23|56|137|90,68|23|56|137|90,0.0010666666666666667,0.4447888888888889
3,15|36,93,22,22|345|7|0,22|345|7|0,0.0008,0.44469999999999993
3,15|37,93,342,342|6|26|0,342|6|26|0,0.0008,0.44469999999999993
5,15|38,62,100,100|40|1|51|138|44,100|40|1|51|138|44,0.0013333333333333333,0.44487777777777776
5,15|39,62,22,22|78|1|68|63|142,22|78|1|68|63|142,0.0013333333333333333,0.44487777777777776
3,15|40,93,68,68|206|75|25,68|206|75|25,0.0008,0.44469999999999993
3,15|41,93,81,81|120|173|0,81|120|173|0,0.0008,0.44469999999999993
6,15|42,53,82,82|110|9|8|50|89|26,82|110|9|8|50|89|26,0.0016,0.4449666666666667
2,15|43,124,318,318|21|35,318|21|35,0.0005333333333333334,0.44461111111111107
3,16|17,93,105,105|83|82|104,105|83|82|104,0.0008,0.44469999999999993
8,16|18,41,57,57,57|7|125|61|10|25|57|12|20,0.0021333333333333334,0.6673777777777778
6,16|19,53,109,109|80|69|73|4|7|32,109|80|69|73|4|7|32,0.0016,0.4449666666666667
5,16|20,62,109,109|48|83|11|7|116,109|48|83|11|7|116,0.0013333333333333333,0.44487777777777776
4,16|21,74,52,52|136|1|47|138,52|136|1|47|138,0.0010666666666666667,0.4447888888888889
1,16|22,187,188,188|186,188|186,0.0002666666666666667,0.4445222222222222
6,16|23,53,16,16|92|109|41|38|35|43,16|92|109|41|38|35|43,0.0016,0.4449666666666667
3,16|24,93,148,148|43|49|134,148|43|49|134,0.0008,0.44469999999999993
3,16|25,93,108,108|3|111|152,108|3|111|152,0.0008,0.44469999999999993
5,16|26,62,64,14,64|82|2|14|14|198,0.0013333333333333333,0.6671111111111111
2,16|27,124,52,52|218|104,52|218|104,0.0005333333333333334,0.44461111111111107
3,16|28,93,89,89|68|106|111,89|68|106|111,0.0008,0.44469999999999993
2,16|29,124,101,101|150|123,101|150|123,0.0005333333333333334,0.44461111111111107
6,16|30,53,25,25|6|115|61|33|10|124,25|6|115|61|33|10|124,0.0016,0.4449666666666667
2,16|31,124,105,105|86|183,105|86|183,0.0005333333333333334,0.44461111111111107
3,16|32,93,21,21|127|28|198,21|127|28|198,0.0008,0.44469999999999993
3,16|33,93,236,236|10|5|123,236|10|5|123,0.0008,0.44469999999999993
4,16|34,74,250,250|10|3|68|43,250|10|3|68|43,0.0010666666666666667,0.4447888888888889
4,16|35,74,31,31|259|45|19|20,31|259|45|19|20,0.0010666666666666667,0.4447888888888889
4,16|36,74,57,57|64|55|46|152,57|64|55|46|152,0.0010666666666666667,0.4447888888888889
8,16|37,41,64,64|25|20|48|65|41|22|57|32,64|25|20|48|65|41|22|57|32,0.0021333333333333334,0.4451444444444444
2,16|38,124,100,100|89|185,100|89|185,0.0005333333333333334,0.44461111111111107
2,16|39,124,100,100|1|273,100|1|273,0.0005333333333333334,0.44461111111111107
4,16|40,74,207,207|44|34|69|20,207|44|34|69|20,0.0010666666666666667,0.4447888888888889
3,16|41,93,47,47|64|224|39,47|64|224|39,0.0008,0.44469999999999993
2,16|42,124,64,64|25|285,64|25|285,0.0005333333333333334,0.44461111111111107
3,16|43,93,89,89|99|108|78,89|99|108|78,0.0008,0.44469999999999993
3,17|18,93,104,104|24|152|94,104|24|152|94,0.0008,0.44469999999999993
2,17|20,124,11,11|93|270,11|93|270,0.0005333333333333334,0.44461111111111107
3,17|21,93,85,85|103|27|159,85|103|27|159,0.0008,0.44469999999999993
1,17|22,187,188,188|186,188|186,0.0002666666666666667,0.4445222222222222
6,17|23,53,96,96|58|107|36|9|40|28,96|58|107|36|9|40|28,0.0016,0.4449666666666667
3,17|24,93,166,166|6|160|42,166|6|160|42,0.0008,0.44469999999999993
3,17|25,93,159,159|56|91|68,159|56|91|68,0.0008,0.44469999999999993
4,17|26,74,11,11|24|243|45|51,11|24|243|45|51,0.0010666666666666667,0.4447888888888889
8,17|27,41,35,35|59|10|129|37|12|15|26|51,35|59|10|129|37|12|15|26|51,0.0021333333333333334,0.4451444444444444
5,17|28,62,24,24|43|211|4|41|51,24|43|211|4|41|51,0.0013333333333333333,0.44487777777777776
5,17|29,62,104,104|62|112|28|51|17,104|62|112|28|51|17,0.0013333333333333333,0.44487777777777776
1,17|30,187,280,280|94,280|94,0.0002666666666666667,0.4445222222222222
5,17|31,62,35,35|32|38|142|59|68,35|32|38|142|59|68,0.0013333333333333333,0.44487777777777776
4,17|32,74,85,85|69|93|50|77,85|69|93|50|77,0.0010666666666666667,0.4447888888888889
2,17|33,124,128,128|152|94,128|152|94,0.0005333333333333334,0.44461111111111107
3,17|35,93,11,11|13|106|244,11|13|106|244,0.0008,0.44469999999999993
2,17|36,124,85,85|118|171,85|118|171,0.0005333333333333334,0.44461111111111107
6,17|37,53,85,85|11|107|30|84|15|42,85|11|107|30|84|15|42,0.0016,0.4449666666666667
2,17|38,124,24,24|209|141,24|209|141,0.0005333333333333334,0.44461111111111107
3,17|39,93,159,159|13|89|113,159|13|89|113,0.0008,0.44469999999999993
6,17|40,53,11,11|56|148|18|62|28|51,11|56|148|18|62|28|51,0.0016,0.4449666666666667
2,17|41,124,128,128|119|127,128|119|127,0.0005333333333333334,0.44461111111111107
6,17|42,53,94,94|34|31|119|4|50|42,94|34|31|119|4|50|42,0.0016,0.4449666666666667
5,17|43,62,77,77|89|6|16|15|171,77|89|6|16|15|171,0.0013333333333333333,0.44487777777777776
6,18|19,53,84,84|54|51|34|45|74|32,84|54|51|34|45|74|32,0.0016,0.4449666666666667
3,18|20,93,104,104|70|105|95,104|70|105|95,0.0008,0.44469999999999993
5,18|21,62,34,34|68|72|15|67|118,34|68|72|15|67|118,0.0013333333333333333,0.44487777777777776
3,18|22,93,79,79|237|39|19,79|237|39|19,0.0008,0.44469999999999993
4,18|23,74,36,36|87|4|188|59,36|87|4|188|59,0.0010666666666666667,0.4447888888888889
4,18|24,74,34,34|7|128|108|97,34|7|128|108|97,0.0010666666666666667,0.4447888888888889
4,18|25,74,61,61|144|18|30|121,61|144|18|30|121,0.0010666666666666667,0.4447888888888889
2,18|26,124,64,64|275|35,64|275|35,0.0005333333333333334,0.44461111111111107
3,18|27,93,104,104|3|217|50,104|3|217|50,0.0008,0.44469999999999993
2,18|28,124,41,41|82|251,41|82|251,0.0005333333333333334,0.44461111111111107
4,18|29,74,61,61|43|25|13|232,61|43|25|13|232,0.0010666666666666667,0.4447888888888889
3,18|30,93,250,250|30|36|58,250|30|36|58,0.0008,0.44469999999999993
2,18|31,124,36,36|258|80,36|258|80,0.0005333333333333334,0.44461111111111107
3,18|32,93,289,289|26|40|19,289|26|40|19,0.0008,0.44469999999999993
5,18|33,62,123,123|5|10|141|1|94,123|5|10|141|1|94,0.0013333333333333333,0.44487777777777776
7,18|34,46,10,10,10|74|85|60|21|10|27|87,0.0018666666666666666,0.6672888888888888
5,18|35,62,123,123|6|45|5|175|20,123|6|45|5|175|20,0.0013333333333333333,0.44487777777777776
6,18|36,53,36,36,36|5|16|45|166|70|36,0.0016,0.6671999999999999
9,18|37,37,64,13,64|65|13|135|8|2|26|29|13|19,0.0024,0.6674666666666668
4,18|38,74,26,26|163|100|35|50,26|163|100|35|50,0.0010666666666666667,0.4447888888888889
6,18|39,53,142,142|27|12|106|29|39|19,142|27|12|106|29|39|19,0.0016,0.4449666666666667
7,18|40,46,10,30,10|31|43|201|30|9|30|20,0.0018666666666666666,0.6672888888888888
6,18|41,53,26,26,26|102|95|64|26|11|50,0.0016,0.6671999999999999
4,18|42,74,64,64,64|64|101|27|118,0.0010666666666666667,0.6670222222222222
9,18|43,37,10,24,10|24|45|48|47|55|24|15|71|35,0.0024,0.6674666666666668
10,19|20,34,12,1,12|5|1|15|45|31|4|1|104|40|116,0.0026666666666666666,0.6675555555555556
5,19|21,62,6,6|27|156|20|143|22,6|27|156|20|143|22,0.0013333333333333333,0.44487777777777776
6,19|22,53,29,29|68|85|12|132|43|5,29|68|85|12|132|43|5,0.0016,0.4449666666666667
5,19|23,62,118,118|7|105|28|73|43,118|7|105|28|73|43,0.0013333333333333333,0.44487777777777776
2,19|24,124,0,0|78|296,0|78|296,0.0005333333333333334,0.2212777777777778
9,19|25,37,6,6,6|23|44|24|28|59|6|33|149|2,0.0024,0.6674666666666668
2,19|26,124,118,118|103|153,118|103|153,0.0005333333333333334,0.44461111111111107
6,19|27,53,7,17,7|156|96|17|17|75|6,0.0016,0.6671999999999999
8,19|28,41,18,10,18|15|10|141|10|99|75|4|2,0.0021333333333333334,0.6673777777777778
3,19|29,93,103,103|10|213|48,103|10|213|48,0.0008,0.44469999999999993
2,19|30,124,118,118|158|98,118|158|98,0.0005333333333333334,0.44461111111111107
3,19|31,93,7,7|117|60|190,7|117|60|190,0.0008,0.44469999999999993
1,19|32,187,194,194|180,194|180,0.0002666666666666667,0.4445222222222222
3,19|33,93,12,12|126|83|153,12|126|83|153,0.0008,0.44469999999999993
5,19|34,62,78,78|6|134|3|110|43,78|6|134|3|110|43,0.0013333333333333333,0.44487777777777776
3,19|35,93,114,114|221|34|5,114|221|34|5,0.0008,0.44469999999999993
7,19|36,46,7,7|10|56|30|15|150|104|2,7|10|56|30|15|150|104|2,0.0018666666666666666,0.44505555555555554
8,19|37,41,0,12,0|12|5|12|80|15|218|26|6,0.0021333333333333334,0.44404444444444446
7,19|38,46,73,73|24|92|29|12|96|43|5,73|24|92|29|12|96|43|5,0.0018666666666666666,0.44505555555555554
4,19|39,74,124,124|72|22|108|48,124|72|22|108|48,0.0010666666666666667,0.4447888888888889
4,19|40,74,18,18|66|19|81|190,18|66|19|81|190,0.0010666666666666667,0.4447888888888889
5,19|41,62,125,125|71|27|70|42|39,125|71|27|70|42|39,0.0013333333333333333,0.44487777777777776
5,19|42,62,0,0|18|191|12|38|115,0|18|191|12|38|115,0.0013333333333333333,0.22154444444444443
3,19|43,93,78,78|35|155|106,78|35|155|106,0.0008,0.44469999999999993
6,20|21,53,27,27|6|39|102|37|13|150,27|6|39|102|37|13|150,0.0016,0.4449666666666667
3,20|22,93,254,254|51|48|21,254|51|48|21,0.0008,0.44469999999999993
4,20|23,74,173,173|38|15|32|116,173|38|15|32|116,0.0010666666666666667,0.4447888888888889
