conteo,tupla
44,1
51,2
47,3
63,4
41,5
50,6
51,7
62,8
44,9
61,10
61,11
71,12
56,13
63,14
48,15
55,16
45,17
61,18
53,19
69,20
37,21
47,22
59,23
42,24
56,25
41,26
43,27
46,28
44,29
32,30
40,31
38,32
42,33
45,34
39,35
43,36
50,37
28,38
40,39
44,40
47,41
38,42
45,43
