conteo,tupla,X,L,M,T
1,28|37|42|43,176.0,67,67|285,67|285
1,29|30|40|42,176.0,16,16|336,16|336
1,29|32|34|37,176.0,148,148|204,148|204
1,29|33|34|39,176.0,31,31|321,31|321
1,29|34|35|40,176.0,156,156|196,156|196
1,29|34|41|42,176.0,112,112|240,112|240
1,30|32|38|41,176.0,28,28|324,28|324
1,30|35|36|41,176.0,73,73|279,73|279
1,30|35|37|40,176.0,280,280|72,280|72
1,30|37|38|40,176.0,44,44|308,44|308
1,31|32|33|34,176.0,305,305|47,305|47
1,32|33|34|37,176.0,223,223|129,223|129
1,33|34|41|43,176.0,217,217|135,217|135
1,34|36|37|43,176.0,27,27|325,27|325
1,34|37|39|41,176.0,265,265|87,265|87
1,37|38|39|41,176.0,245,245|107,245|107
