conteo,tupla,X,L,R,M,T,P,Pr,PrX,PrL,PrM
4,10|37,90,109,19,109|122|165|15|42,109|122|165|15|42,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
4,7|32,90,71,19,71|16|38|319|9,71|16|38|319|9,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
8,15|25,50,31,19,31,31|40|181|32|103|4|6|31|25,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
6,6|31,64,45,19,45|227|54|17|2|38|70,45|227|54|17|2|38|70,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,1|12,64,83,19,83|233|20|15|66|14|22,83|233|20|15|66|14|22,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
3,33|39,113,132,19,132|45|154|122,132|45|154|122,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
2,5|33,151,132,19,132|186|135,132|186|135,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
4,11|37,90,109,19,109|99|148|91|6,109|99|148|91|6,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
3,29|33,113,132,19,132|37|161|123,132|37|161|123,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
5,22|26,75,94,19,94|25|8|183|3|140,94|25|8|183|3|140,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
8,9|33,50,31,19,31|107|29|50|5|56|15|144|16,31|107|29|50|5|56|15|144|16,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
5,28|33,75,56,19,56|19|127|91|58|102,56|19|127|91|58|102,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,16|35,90,110,20,110|259|45|19|20,110|259|45|19|20,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
3,31|39,113,133,20,133|70|197|53,133|70|197|53,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
9,23|33,45,25,20,25|26|18|69|64|165|19|29|15|23,25|26|18|69|64|165|19|29|15|23,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
6,3|19,64,44,20,44|2|66|149|8|68|116,44|2|66|149|8|68|116,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
3,5|31,113,133,20,133|61|151|108,133|61|151|108,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
4,14|23,90,70,20,70|60|45|250|28,70|60|45|250|28,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,10|21,64,84,20,84|22|7|190|101|3|46,84|22|7|190|101|3|46,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,19|34,64,44,20,44|113|6|134|3|110|43,44|113|6|134|3|110|43,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
9,33|41,45,25,20,25|50|132|47|24|17|23|5|57|73,25|50|132|47|24|17|23|5|57|73,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
2,16|27,151,131,20,131|218|104,131|218|104,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
3,3|8,113,134,21,134|96|81|142,134|96|81|142,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
5,9|20,75,96,21,96|53|87|199|2|16,96|53|87|199|2|16,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
7,26|33,56,77,21,77|21|202|6|15|46|74|12,77|21|202|6|15|46|74|12,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
7,12|43,56,35,21,35|88|33|36|30|114|8|109,35|88|33|36|30|114|8|109,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
1,11|34,226,205,21,205|248,205|248,0.00022026431718061675,0.6667400881057269,1.0,1.0,0.00022026431718061675
8,1|5,50,29,21,29|4|62|10|159|114|1|40|34,29|4|62|10|159|114|1|40|34,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
4,1|11,90,69,21,69|84|143|149|8,69|84|143|149|8,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
2,24|41,151,172,21,172|6|275,172|6|275,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
8,1|14,50,29,21,29|45|7|49|9|19|126|87|82,29|45|7|49|9|19|126|87|82,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
6,23|30,64,43,21,43|8|36|98|12|233|23,43|8|36|98|12|233|23,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
5,2|43,75,54,21,54|152|116|53|38|40,54|152|116|53|38|40,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,10|30,90,111,21,111|87|18|61|176,111|87|18|61|176,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,5|34,64,42,22,42|90|155|20|11|10|125,42|90|155|20|11|10|125,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
5,13|20,75,53,22,53|6|100|240|40|14,53|6|100|240|40|14,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
7,1|36,56,34,22,34|40|27|52|264|9|23|4,34|40|27|52|264|9|23|4,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
8,19|38,50,28,22,28|124|24|92|29|12|96|43|5,28|124|24|92|29|12|96|43|5,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
6,10|34,64,42,22,42|64|129|79|29|67|43,42|64|129|79|29|67|43,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
3,19|33,113,91,22,91|126|83|153,91|126|83|153,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
7,19|27,56,78,22,17,78|8|156|96|17|17|75|6,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
3,17|35,113,90,23,90|13|106|244,90|13|106|244,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
4,18|24,90,113,23,113|7|128|108|97,113|7|128|108|97,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
4,15|29,90,67,23,67|104|9|217|56,67|104|9|217|56,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
4,10|24,90,113,23,132,113|132|132|34|42,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
7,4|16,56,33,23,33|93|63|11|41|45|39|128,33|93|63|11|41|45|39|128,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
6,9|37,64,41,23,41|55|140|40|116|35|26,41|55|140|40|116|35|26,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
4,7|35,90,67,23,67|43|29|46|268,67|43|29|46|268,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,9|28,64,41,23,41|62|43|90|57|97|63,41|62|43|90|57|97|63,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,4|37,64,41,23,41|9|182|5|45|114|57,41|9|182|5|45|114|57,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,2|22,64,88,24,88|20|16|110|39|44|136,88|20|16|110|39|44|136,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,4|31,64,40,24,40|10|16|88|92|35|172,40|10|16|88|92|35|172,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
5,2|30,75,51,24,51|37|23|114|61|167,51|37|23|114|61|167,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
5,33|40,75,51,24,51|270|9|23|87|13,51|270|9|23|87|13,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
3,6|18,113,89,24,89|171|157|36,89|171|157|36,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
5,2|36,75,99,24,99|2|80|34|107|131,99|2|80|34|107|131,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,15|40,90,66,24,66|81|206|75|25,66|81|206|75|25,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
2,10|22,151,127,24,127|17|309,127|17|309,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
6,28|31,64,40,24,40|93|13|117|100|82|8,40|93|13|117|100|82|8,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,23|31,64,40,24,40|15|60|228|7|35|68,40|15|60|228|7|35|68,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
8,29|39,50,26,24,48,26|50|18|38|48|41|172|12|48,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
6,23|29,64,40,24,40|27|224|79|15|3|65,40|27|224|79|15|3|65,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
2,10|26,151,127,24,127|240|86,127|240|86,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
2,23|37,151,175,24,175|26|252,175|26|252,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
5,11|32,75,100,25,100|41|149|104|6|53,100|41|149|104|6|53,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
5,5|32,75,100,25,100,100|25|23|7|100|198,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,3|21,90,65,25,65|47|69|226|46,65|47|69|226|46,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,3|30,64,39,25,39|90|56|13|67|64|124,39|90|56|13|67|64|124,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
8,28|41,50,75,25,75|59|146|92|36|15|22|8|0,75|59|146|92|36|15|22|8|0,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
6,5|25,64,39,25,23,39|23|23|7|31|179|151,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
7,25|33,56,31,25,31|136|114|42|8|36|85|1,31|136|114|42|8|36|85|1,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
5,4|41,75,50,25,50|76|52|72|104|99,50|76|52|72|104|99,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
5,4|42,75,50,25,50|111|174|26|10|82,50|111|174|26|10|82,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
5,15|39,75,101,26,101|78|1|68|63|142,101|78|1|68|63|142,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
7,27|40,56,82,26,82|17|3|112|98|90|1|50,82|17|3|112|98|90|1|50,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
8,5|29,50,24,26,24|23|31|14|40|18|141|87|75,24|23|31|14|40|18|141|87|75,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
8,5|42,50,24,26,45|13,24|15|45|214|9|13|45|13|75,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
8,5|16,50,24,26,24|9|14|48|5|26|129|114|84,24|9|14|48|5|26|129|114|84,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
2,21|39,151,177,26,177|223|53,177|223|53,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
11,18|37,37,11,26,13,11|38|94|65|13|135|8|2|26|29|13|19,0.002422907488986784,0.6674743024963289,1.0,1.0,0.002422907488986784
3,30|32,113,87,26,87|6|36|324,87|6|36|324,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
4,11|38,90,64,26,64,64|87|64|4|234,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
3,35|43,113,139,26,139|10|104|200,139|10|104|200,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
4,2|7,90,116,26,116|21|167|86|63,116|21|167|86|63,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,16|21,64,38,26,38|39|54|136|1|47|138,38|39|54|136|1|47|138,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
7,7|30,56,30,26,23,30|57|23|11|64|174|71|23,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
8,8|35,50,23,27,23|124|46|16|14|83|21|87|39,23|124|46|16|14|83|21|87|39,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
3,27|36,113,86,27,86|13|327|27,86|13|327|27,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
3,4|18,113,140,27,118,140|118|77|118,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
3,19|31,113,86,27,86|117|60|190,86|117|60|190,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
6,32|34,64,37,27,37|207|5|75|82|14|33,37|207|5|75|82|14|33,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
10,2|9,41,14,27,14|123|30|6|22|112|13|70|11|37|15,14|123|30|6|22|112|13|70|11|37|15,0.0022026431718061676,0.6674008810572687,1.0,1.0,0.0022026431718061676
6,29|34,64,37,27,37|95|81|36|8|113|83,37|95|81|36|8|113|83,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
4,17|25,90,63,27,63|175|56|91|68,63|175|56|91|68,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
4,13|29,90,117,27,117|93|173|56|14,117|93|173|56|14,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
5,13|41,75,102,27,102|24|9|43|100|175,102|24|9|43|100|175,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
9,28|40,45,72,27,72|25|23|26|84|29|4|136|3|51,72|25|23|26|84|29|4|136|3|51,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
9,22|36,45,18,27,18|9|7|94|84|42|56|3|20|120,18|9|7|94|84|42|56|3|20|120,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
5,27|31,75,48,27,48|38|25|3|312|27,48|38|25|3|312|27,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
5,5|11,75,47,28,47|5|40|8|220|133,47|5|40|8|220|133,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
6,9|34,64,36,28,36|101|17|153|32|99|15,36|101|17|153|32|99|15,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
11,18|43,37,9,28,24,9|26|54|24|45|48|47|55|24|15|71|35,0.002422907488986784,0.6674743024963289,1.0,1.0,0.002422907488986784
7,3|12,64,36,28,36|10|37|59|47|29|235,36|10|37|59|47|29|235,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
3,21|25,113,85,28,85|209|97|62,85|209|97|62,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
6,25|29,64,92,28,92|48|22|69|154|12|56,92|48|22|69|154|12|56,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
9,27|28,45,17,28,17,17|26|30|207|81|11|17|13|45|6,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
6,12|34,64,36,28,36|101|28|149|25|99|15,36|101|28|149|25|99|15,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
2,16|39,151,179,28,179|1|273,179|1|273,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
2,16|38,151,179,28,179|89|185,179|89|185,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
8,34|42,50,22,28,22,22|15|176|87|7|1|90|22|33,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
9,34|37,45,17,28,17|27|84|121|75|4|14|6|18|87,17|27|84|121|75|4|14|6|18|87,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
12,8|25,34,5,29,5|1|56|78|12|15|9|54|64|7|31|2|119,5|1|56|78|12|15|9|54|64|7|31|2|119,0.0026431718061674008,0.6675477239353892,1.0,1.0,0.0026431718061674008
5,12|20,75,46,29,46|45|101|124|127|10,46|45|101|124|127|10,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
9,6|42,45,16,29,16|45|101|51|1|124|27|55|7|26,16|45|101|51|1|124|27|55|7|26,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
1,5|36,226,255,29,255|198,255|198,0.00022026431718061675,0.6667400881057269,1.0,1.0,0.00022026431718061675
8,20|33,50,21,29,21|70|137|67|35|28|79|3|13,21|70|137|67|35|28|79|3|13,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
4,11|26,90,119,29,119|22|100|80|132,119|22|100|80|132,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,32|40,64,93,29,30,93|121|30|18|30|102|59,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
8,20|32,50,21,29,21,21|33|106|68|21|41|2|143|18,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
7,21|36,56,27,29,7,27|72|7|58|10|7|265|7,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
4,4|11,90,119,29,119|34|47|41|212,119|34|47|41|212,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
5,10|36,75,45,30,45|61|208|33|7|99,45|61|208|33|7|99,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
3,3|15,113,83,30,83|169|59|142,83|169|59|142,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
5,31|36,75,45,30,45|21|20|29|311|27,45|21|20|29|311|27,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
6,1|22,64,34,30,29,34|124|74|2|161|29|29,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
1,9|10,226,196,30,196|257,196|257,0.00022026431718061675,0.6667400881057269,1.0,1.0,0.00022026431718061675
6,22|39,64,94,30,94|50|249|2|10|29|19,94|50|249|2|10|29|19,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
8,7|16,50,20,30,26,20|27|63|26|52|82|26|68|89,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
7,7|36,56,86,30,76,86|29|21|76|140|2|76|23,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
2,7|38,151,121,30,121|225|107,121|225|107,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
2,24|38,151,121,30,121|24|308,121|24|308,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
3,26|37,113,143,30,143|58|75|177,143|58|75|177,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
9,14|20,45,15,30,15|6|11|173|78|20|55|26|44|25,15|6|11|173|78|20|55|26|44|25,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
7,19|36,56,86,30,86|10|56|30|15|150|104|2,86|10|56|30|15|150|104|2,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
4,8|33,90,60,30,60|15|92|139|147,60|15|92|139|147,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
4,1|20,90,59,31,59|257|97|36|4,59|257|97|36|4,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
8,22|29,50,19,31,19|75|140|76|3|80|12|39|9,19|75|140|76|3|80|12|39|9,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
4,7|24,90,121,31,121|149|107|52|24,121|149|107|52|24,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
5,3|37,75,44,31,44|193|28|52|39|97,44|193|28|52|39|97,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
6,4|5,64,33,31,33|32|61|24|229|43|31,33|32|61|24|229|43|31,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
3,30|37,113,145,32,145|120|116|72,145|120|116|72,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
4,2|8,90,122,32,122|45|28|139|119,122|45|28|139|119,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
7,5|9,56,24,32,13,24|283|13|45|13|12|32|31,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
6,7|14,64,32,32,32|41|43|20|3|122|192,32|41|43|20|3|122|192,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
9,10|35,45,13,32,13|157|26|33|2|83|90|4|25|20,13|157|26|33|2|83|90|4|25|20,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
5,21|35,75,107,32,49,107|67|49|30|151|49,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
6,7|41,64,32,32,32,32|247|67|8|58|32|9,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,25|27,64,31,33,31|51|84|45|123|26|93,31|51|84|45|123|26|93,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
7,34|40,56,89,33,13,89|74|72|9|13|181|2|13,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
4,6|35,90,57,33,57|50|119|143|84,57|50|119|143|84,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
3,12|28,113,80,33,80|271|21|81,80|271|21|81,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
7,8|36,56,23,33,23|129|1|139|9|61|81|10,23|129|1|139|9|61|81|10,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
8,1|27,50,17,33,17|41|60|48|33|43|22|162|27,17|41|60|48|33|43|22|162|27,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
9,8|12,45,12,33,12|23|27|69|25|39|14|184|50|10,12|23|27|69|25|39|14|184|50|10,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
4,4|6,90,57,33,57|6|241|132|17,57|6|241|132|17,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
5,23|34,75,42,33,42|301|27|40|19|24,42|301|27|40|19|24,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,27|35,90,57,33,57|91|51|30|224,57|91|51|30|224,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
5,5|23,75,42,33,42|38|15|60|136|162,42|38|15|60|136|162,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
5,8|37,75,41,34,41|134|57|24|45|152,41|134|57|24|45|152,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
9,12|18,45,11,34,11|24|223|2|79|29|5|19|25|36,11|24|223|2|79|29|5|19|25|36,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
3,12|42,113,79,34,79|82|281|11,79|82|281|11,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
9,18|40,45,11,34,30,11|24|54|31|43|201|30|9|30|20,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
6,30|42,64,30,34,30|9|22|32|24|160|176,30|9|22|32|24|160|176,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
5,10|40,75,109,34,109|87|39|27|171|20,109|87|39|27|171|20,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
6,21|42,64,30,34,30|34|20|204|47|36|82,30|34|20|204|47|36|82,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
8,28|42,50,84,34,84|13|71|103|9|77|4|37|55,84|13|71|103|9|77|4|37|55,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
9,18|34,45,10,35,10,10|12|67|74|85|60|21|10|27|87,0.001982378854625551,0.6673274596182085,1.0,1.0,0.001982378854625551
3,5|24,113,78,35,78|70|143|162,78|70|143|162,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
3,5|19,113,78,35,78|7|217|151,78|7|217|151,0.0006607929515418502,0.6668869309838472,1.0,1.0,0.0006607929515418502
7,32|33,56,21,35,21|39|109|59|95|1|82|47,21|39|109|59|95|1|82|47,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
5,23|28,75,40,35,40|3|37|122|186|65,40|3|37|122|186|65,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,6|7,90,125,35,125|122|57|146|3,125|122|57|146|3,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,5|14,64,29,35,104,29|104|61|104|47|24|84,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
5,11|35,75,110,35,110|37|23|38|119|126,110|37|23|38|119|126,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,16|43,90,55,35,55|113|99|108|78,55|113|99|108|78,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
6,2|27,64,99,35,99|12|13|49|161|55|64,99|12|13|49|161|55|64,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
6,5|8,64,29,35,29|33|38|56|3|105|189,29|33|38|56|3|105|189,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
7,9|16,56,20,36,20|4|14|66|132|34|69|114,20|4|14|66|132|34|69|114,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
2,18|31,151,115,36,115|258|80,115|258|80,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
5,3|5,75,39,36,39|26|27|58|115|188,39|26|27|58|115|188,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
8,9|42,50,14,36,13,14|10|149|134|13|45|13|49|26,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
7,16|26,56,20,36,14,20|57|66|82|2|14|14|198,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
7,15|26,56,20,36,20|206|1|45|119|27|28|7,20|206|1|45|119|27|28|7,0.0015418502202643172,0.6671806167400881,1.0,1.0,0.0015418502202643172
6,8|11,64,100,36,100|47|6|33|141|13|113,100|47|6|33|141|13|113,0.0013215859030837004,0.6671071953010279,1.0,1.0,0.0013215859030837004
5,10|27,75,111,36,111|55|45|18|120|104,111|55|45|18|120|104,0.0011013215859030838,0.6670337738619677,1.0,1.0,0.0011013215859030838
4,13|35,90,53,37,53|245|43|58|54,53|245|43|58|54,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
4,13|30,90,53,37,53|51|13|18|318,53|51|13|18|318,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
10,20|34,41,4,37,48,4|6|22|74|51|48|44|48|31|112|13,0.0022026431718061676,0.6674008810572687,1.0,1.0,0.0022026431718061676
11,20|37,37,0,37,0|28|26|37|5|92|48|1|12|79|104|21,0|28|26|37|5|92|48|1|12|79|104|21,0.002422907488986784,0.4441409691629956,0.33,1.0,0.002422907488986784
8,14|35,50,13,37,13|43|51|32|90|69|71|12|72,13|43|51|32|90|69|71|12|72,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
2,26|27,151,114,37,114|288|51,114|288|51,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
8,14|42,50,13,37,13|149|115|21|73|11|2|36|33,13|149|115|21|73|11|2|36|33,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
8,23|32,50,87,37,87|68|78|57|72|14|12|6|59,87|68|78|57|72|14|12|6|59,0.001762114537444934,0.6672540381791484,1.0,1.0,0.001762114537444934
