conteo,tupla,X,L,R,M,T,P,Pr,PrX,PrL,PrM
1,22|32|42,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,22|32|40,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,13|15|33,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,15|33|40,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,13|15|40,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,13|24|33,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,22|30|32,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,13|33|40,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,27|34|37,153,23,130,23|331|105,23|331|105,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,22|30|40,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,22|40|42,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,13|15|24,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,15|24|33,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,24|33|40,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,15|24|40,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,1|28|34,153,23,130,23|64|372,23|64|372,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,27|28|37,153,23,130,23|430|6,23|430|6,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
