conteo,tupla,X,L,R,M,T,P,Pr,PrX,PrL,PrM
1,17|18|33|41,226,207,19,207|246,207|246,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|18|33|42,226,207,19,207|246,207|246,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|18|36|37,226,49,177,49|404,49|404,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|18|36|42,226,49,177,49|404,49|404,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|18|37|42,226,49,177,49|404,49|404,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|18|41|42,226,207,19,207|246,207|246,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|20|26|35,226,90,136,90|363,90|363,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|20|26|40,226,90,136,90|363,90|363,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|20|27|29,226,183,43,183|270,183|270,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|20|35|40,226,90,136,90|363,90|363,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|21|22|43,226,267,41,267|186,267|186,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|21|25|40,226,294,68,294|159,294|159,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|21|32|36,226,164,62,164|289,164|289,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|21|32|37,226,164,62,164|289,164|289,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|21|36|37,226,164,62,164|289,164|289,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|22|30|42,226,61,165,61|392,61|392,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|23|25|29,226,385,159,385|68,385|68,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|23|25|31,226,385,159,385|68,385|68,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|23|27|32,226,376,150,376|77,376|77,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|23|29|31,226,385,159,385|68,385|68,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|24|26|28,226,72,154,72|381,72|381,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|24|26|40,226,72,154,72|381,72|381,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|24|28|40,226,72,154,72|381,72|381,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|24|29|43,226,245,19,245|208,245|208,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|24|37|42,226,411,185,411|42,411|42,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|24|39|43,226,251,25,251|202,251|202,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|25|29|31,226,385,159,385|68,385|68,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|25|39|42,226,238,12,238|215,238|215,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|26|27|28,226,402,176,402|51,402|51,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|26|27|31,226,114,112,114|339,114|339,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|26|27|40,226,402,176,402|51,402|51,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|26|28|29,226,357,131,357|96,357|96,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
2,17|26|28|40,151,72,79,72|330|51,72|330|51,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
1,17|26|28|42,226,357,131,357|96,357|96,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|26|29|42,226,357,131,357|96,357|96,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|26|35|40,226,90,136,90|363,90|363,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|27|28|40,226,402,176,402|51,402|51,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|27|28|42,226,361,135,361|92,361|92,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|27|37|38,226,312,86,312|141,312|141,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|27|37|40,226,312,86,312|141,312|141,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|27|38|40,226,312,86,312|141,312|141,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|28|29|42,226,357,131,357|96,357|96,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|28|31|40,226,146,80,146|307,146|307,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|28|35|38,226,103,123,103|350,103|350,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|31|32|41,226,326,100,326|127,326|127,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|32|36|37,226,164,62,164|289,164|289,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|33|41|42,226,207,19,207|246,207|246,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|36|37|42,226,49,177,49|404,49|404,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|36|37|43,226,282,56,282|171,282|171,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|37|38|40,226,312,86,312|141,312|141,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,17|39|41|43,226,1,225,1|452,1|452,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|19|21|38,226,268,42,268|185,268|185,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|19|25|41,226,302,76,302|151,302|151,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|19|34|40,226,163,63,163|290,163|290,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|19|36|43,226,347,121,347|106,347|106,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|21|35,226,253,27,253|200,253|200,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|21|43,226,253,27,253|200,253|200,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|22|34,226,10,216,10|443,10|443,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|27|29,226,183,43,183|270,183|270,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|32|33,226,21,205,21|432,21|432,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|35|43,226,253,27,253|200,253|200,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|20|39|41,226,15,211,15|438,15|438,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|21|24|43,226,113,113,113|340,113|340,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|21|30|43,226,9,217,9|444,9|444,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|21|35|43,226,253,27,253|200,253|200,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|22|30|39,226,395,169,395|58,395|58,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|22|32|37,226,434,208,434|19,434|19,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|22|32|39,226,434,208,434|19,434|19,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|22|37|39,226,434,208,434|19,434|19,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|23|28|33,226,202,24,202|251,202|251,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|23|28|35,226,202,24,202|251,202|251,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|23|31|36,226,115,111,115|338,115|338,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|23|32|40,226,394,168,394|59,394|59,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|23|33|35,226,202,24,202|251,202|251,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|24|28|36,226,120,106,120|333,120|333,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|24|28|40,226,120,106,120|333,120|333,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|24|34|39,226,248,22,248|205,248|205,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|24|36|40,226,120,106,120|333,120|333,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|26|37|42,226,143,83,143|310,143|310,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|27|38|40,226,403,177,403|50,403|50,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|27|38|41,226,403,177,403|50,403|50,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|27|40|41,226,403,177,403|50,403|50,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|28|33|35,226,202,24,202|251,202|251,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|28|36|40,226,120,106,120|333,120|333,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|29|35|37,226,208,18,208|245,208|245,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|29|37|39,226,221,5,221|232,221|232,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|32|37|39,226,434,208,434|19,434|19,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|33|41|42,226,207,19,207|246,207|246,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|34|37|39,226,366,140,366|87,366|87,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|34|37|41,226,366,140,366|87,366|87,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|34|39|41,226,366,140,366|87,366|87,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|34|40|43,226,89,137,89|364,89|364,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|34|42|43,226,308,82,308|145,308|145,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|36|37|42,226,49,177,49|404,49|404,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|37|39|41,226,366,140,366|87,366|87,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,18|38|40|41,226,403,177,403|50,403|50,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|21|28,226,112,114,112|341,112|341,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|24|34,226,157,69,157|296,157|296,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|24|43,226,157,69,157|296,157|296,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|28|40,226,97,129,97|356,97|356,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|28|42,226,97,129,97|356,97|356,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|29|43,226,192,34,192|261,192|261,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|33|37,226,91,135,91|362,91|362,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|34|38,226,297,71,297|156,297|156,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|34|39,226,297,71,297|156,297|156,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|34|43,226,157,69,157|296,157|296,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|36|37,226,96,130,96|357,96|357,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|37|38,226,28,198,28|425,28|425,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|38|39,226,297,71,297|156,297|156,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|20|40|42,226,97,129,97|356,97|356,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|21|22|23,226,70,156,70|383,70|383,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|25|37,226,108,118,108|345,108|345,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|25|38,226,176,50,176|277,176|277,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|28|32,226,273,47,273|180,273|180,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|29|38,226,405,179,405|48,405|48,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|29|39,226,405,179,405|48,405|48,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|35|38,226,448,222,448|5,448|5,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|22|38|39,226,405,179,405|48,405|48,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|23|25|41,226,204,22,204|249,204|249,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|23|26|30,226,197,29,197|256,197|256,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|23|26|36,226,197,29,197|256,197|256,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|23|30|36,226,197,29,197|256,197|256,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|24|27|29,226,78,148,78|375,78|375,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|24|34|43,226,157,69,157|296,157|296,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|24|37|42,226,79,147,79|374,79|374,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|25|28|31,226,263,37,263|190,263|190,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|25|28|36,226,451,225,451|2,451|2,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|25|28|40,226,263,37,263|190,263|190,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|25|31|40,226,263,37,263|190,263|190,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|25|36|38,226,152,74,152|301,152|301,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|26|30|36,226,197,29,197|256,197|256,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|26|33|34,226,300,74,300|153,300|153,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|26|33|42,226,300,74,300|153,300|153,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|26|34|42,226,300,74,300|153,300|153,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|27|28|37,226,447,221,447|6,447|6,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|27|28|41,226,372,146,372|81,372|81,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|27|31|36,226,86,140,86|367,86|367,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|28|31|40,226,263,37,263|190,263|190,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|28|40|42,226,97,129,97|356,97|356,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|29|36|40,226,182,44,182|271,182|271,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|29|38|39,226,405,179,405|48,405|48,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|31|37|39,226,203,23,203|250,203|250,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|33|34|42,226,300,74,300|153,300|153,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|34|37|43,226,44,182,44|409,44|409,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|34|38|39,226,297,71,297|156,297|156,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,19|40|41|43,226,2,224,2|451,2|451,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|11|23,226,69,157,69|384,69|384,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|11|33,226,69,157,69|384,69|384,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|23|33,226,69,157,69|384,69|384,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|23|38,226,266,40,266|187,266|187,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|23|43,226,266,40,266|187,266|187,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|25|27,226,166,60,166|287,166|287,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|28|35,226,408,182,408|45,408|45,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|28|41,226,408,182,408|45,408|45,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|35|41,226,408,182,408|45,408|45,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|10|38|43,226,266,40,266|187,266|187,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|11|16|23,226,296,70,296|157,296|157,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|11|23|33,226,69,157,69|384,69|384,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|11|28|31,226,445,219,445|8,445|8,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|11|28|41,226,445,219,445|8,445|8,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|11|31|41,226,445,219,445|8,445|8,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|15|23,226,83,143,83|370,83|370,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|18|36,226,417,191,417|36,417|36,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|19|21,226,431,205,431|22,431|22,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|20|39,226,316,90,316|137,316|137,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|20|41,226,316,90,316|137,316|137,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|26|43,226,336,110,336|117,336|117,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|28|30,226,351,125,351|102,351|102,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|28|33,226,351,125,351|102,351|102,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|30|33,226,351,125,351|102,351|102,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|12|39|41,226,316,90,316|137,316|137,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|16|19,226,59,167,59|394,59|394,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|16|20,226,59,167,59|394,59|394,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|16|30,226,104,122,104|349,104|349,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|19|20,226,59,167,59|394,59|394,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|23|33,226,415,189,415|38,415|38,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|24|27,226,118,108,118|335,118|335,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|24|39,226,118,108,118|335,118|335,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|27|39,226,118,108,118|335,118|335,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|32|37,226,243,17,243|210,243|210,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|32|43,226,243,17,243|210,243|210,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|13|37|43,226,243,17,243|210,243|210,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|15|18,226,284,58,284|169,284|169,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|15|25,226,284,58,284|169,284|169,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|18|22,226,158,68,158|295,158|295,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|18|25,226,284,58,284|169,284|169,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|18|43,226,158,68,158|295,158|295,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|21|42,226,371,145,371|82,371|82,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|22|43,226,158,68,158|295,158|295,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|23|40,226,130,96,130|323,130|323,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|28|34,226,81,145,81|372,81|372,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|35|43,226,139,87,139|314,139|314,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|36|37,226,74,152,74|379,74|379,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|36|40,226,74,152,74|379,74|379,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|14|37|40,226,74,152,74|379,74|379,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|18|25,226,284,58,284|169,284|169,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|19|21,226,288,62,288|165,288|165,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|19|42,226,288,62,288|165,288|165,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|21|42,226,288,62,288|165,288|165,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|22|36,226,34,192,34|419,34|419,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|22|37,226,34,192,34|419,34|419,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|36|37,226,34,192,34|419,34|419,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|15|36|39,226,101,125,101|352,101|352,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|16|19|20,226,59,167,59|394,59|394,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|17|23|32,226,233,7,233|220,233|220,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|19|34,226,163,63,163|290,163|290,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|19|40,226,163,63,163|290,163|290,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|21|42,226,335,109,335|118,335|118,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|22|30,226,395,169,395|58,395|58,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|22|39,226,395,169,395|58,395|58,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|22|43,226,158,68,158|295,158|295,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|30|39,226,395,169,395|58,395|58,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|34|40,226,163,63,163|290,163|290,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|18|38|41,226,105,121,105|348,105|348,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|19|21|42,226,288,62,288|165,288|165,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|19|31|37,226,203,23,203|250,203|250,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|19|31|39,226,203,23,203|250,203|250,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|19|34|40,226,163,63,163|290,163|290,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|19|37|39,226,203,23,203|250,203|250,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|20|31|43,226,413,187,413|40,413|40,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|20|36|39,226,449,223,449|4,449|4,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|20|36|43,226,449,223,449|4,449|4,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|20|39|41,226,316,90,316|137,316|137,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|20|39|43,226,449,223,449|4,449|4,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|21|27|33,226,58,168,58|395,58|395,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|21|30|43,226,240,14,240|213,240|213,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|21|34|35,226,223,3,223|230,223|230,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,1|22|29|42,226,234,8,234|219,234|219,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
