conteo,tupla,X,L,R,M,T,P,Pr,PrX,PrL,PrM
1,2|23|30|33,226,51,175,51|402,51|402,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|23|30|40,226,51,175,51|402,51|402,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|23|33|40,226,51,175,51|402,51|402,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|24|26|42,226,14,212,14|439,14|439,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|24|27|37,226,124,102,124|329,124|329,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|24|28|39,226,191,35,191|262,191|262,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|25|31|33,226,452,226,452|1,452|1,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|25|36|43,226,322,96,322|131,322|131,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|26|32|41,226,141,85,141|312,141|312,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|26|33|40,226,321,95,321|132,321|132,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|27|30|31,226,111,115,111|342,111|342,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|27|36|40,226,99,127,99|354,99|354,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|29|37|39,226,221,5,221|232,221|232,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|30|33|40,226,51,175,51|402,51|402,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|32|37|43,226,54,172,54|399,54|399,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|33|34|41,226,380,154,380|73,380|73,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|33|36|38,226,215,11,215|238,215|238,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|10|31,226,224,2,224|229,224|229,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|12|16,226,189,37,189|264,189|264,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|18|21,226,181,45,181|272,181|272,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|18|36,226,181,45,181|272,181|272,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|21|36,226,181,45,181|272,181|272,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|22|28,226,317,91,317|136,317|136,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|22|37,226,317,91,317|136,317|136,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|28|37,226,317,91,317|136,317|136,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|4|12,226,189,37,189|264,189|264,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|4|16,226,189,37,189|264,189|264,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|4|29,226,150,76,150|303,150|303,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|4|5,226,150,76,150|303,150|303,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|3|5|29,226,150,76,150|303,150|303,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|10|17,226,396,170,396|57,396|57,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|10|37,226,396,170,396|57,396|57,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|12|16,226,189,37,189|264,189|264,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|12|18,226,258,32,258|195,258|195,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|12|35,226,258,32,258|195,258|195,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|15|24,226,401,175,401|52,401|52,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|16|30,226,286,60,286|167,286|167,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|16|40,226,286,60,286|167,286|167,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|17|37,226,396,170,396|57,396|57,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|18|35,226,258,32,258|195,258|195,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|30|40,226,286,60,286|167,286|167,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|5|13,226,379,153,379|74,379|74,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|5|29,226,150,76,150|303,150|303,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|6|13,226,304,78,304|149,304|149,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|6|7,226,304,78,304|149,304|149,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|7|13,226,304,78,304|149,304|149,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|9|15,226,401,175,401|52,401|52,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|4|9|24,226,401,175,401|52,401|52,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|10|23,226,42,184,42|411,42|411,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|10|34,226,42,184,42|411,42|411,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|11|42,226,320,94,320|133,320|133,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|16|23,226,95,131,95|358,95|358,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|23|34,226,42,184,42|411,42|411,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|34|42,226,307,81,307|146,307|146,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|7|28,226,390,164,390|63,390|63,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|7|9,226,390,164,390|63,390|63,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|9|11,226,320,94,320|133,320|133,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|9|28,226,390,164,390|63,390|63,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|5|9|34,226,307,81,307|146,307|146,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
2,2|5|9|42,151,307,156,307|13|133,307|13|133,0.000881057268722467,0.6669603524229074,1.0,1.0,0.000881057268722467
1,2|6|16|23,226,375,149,375|78,375|78,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|6|16|43,226,375,149,375|78,375|78,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|6|23|43,226,375,149,375|78,375|78,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|6|7|13,226,304,78,304|149,304|149,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|12|34,226,137,89,137|316,137|316,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|14|25,226,116,110,116|337,116|337,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|14|31,226,116,110,116|337,116|337,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|25|31,226,116,110,116|337,116|337,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|9|12,226,137,89,137|316,137|316,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|9|28,226,390,164,390|63,390|63,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|7|9|34,226,137,89,137|316,137|316,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|12|39,226,195,31,195|258,195|258,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|14|19,226,122,104,122|331,122|331,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|14|28,226,122,104,122|331,122|331,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|19|28,226,122,104,122|331,122|331,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|20|25,226,334,108,334|119,334|119,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|20|27,226,334,108,334|119,334|119,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|25|27,226,334,108,334|119,334|119,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|25|33,226,167,59,167|286,167|286,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|9|12,226,195,31,195|258,195|258,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|9|25,226,167,59,167|286,167|286,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|9|33,226,167,59,167|286,167|286,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
1,2|8|9|39,226,195,31,195|258,195|258,0.0004405286343612335,0.6668135095447871,1.0,1.0,0.0004405286343612335
