conteo,tupla,X,L,M,T
1,1|18|19|40,180.0,70,70|290,70|290
1,1|18|21|42,180.0,242,242|118,242|118
1,1|18|22|30,180.0,302,302|58,302|58
1,1|18|22|39,180.0,302,302|58,302|58
1,1|18|22|43,180.0,65,65|295,65|295
1,1|18|30|39,180.0,302,302|58,302|58
1,1|18|34|40,180.0,70,70|290,70|290
1,1|18|38|41,180.0,12,12|348,12|348
1,1|19|21|42,180.0,195,195|165,195|165
1,1|19|31|37,180.0,110,110|250,110|250
1,1|19|31|39,180.0,110,110|250,110|250
1,1|19|34|40,180.0,70,70|290,70|290
1,1|19|37|39,180.0,110,110|250,110|250
1,1|20|31|43,180.0,320,320|40,320|40
1,1|20|36|39,180.0,356,356|4,356|4
1,1|20|36|43,180.0,356,356|4,356|4
1,1|20|39|41,180.0,223,223|137,223|137
1,1|20|39|43,180.0,356,356|4,356|4
1,1|21|30|43,180.0,147,147|213,147|213
1,1|21|34|35,180.0,130,130|230,130|230
1,1|22|29|42,180.0,141,141|219,141|219
1,1|22|30|39,180.0,302,302|58,302|58
1,1|22|31|32,180.0,331,331|29,331|29
1,1|22|31|37,180.0,331,331|29,331|29
1,1|22|32|37,180.0,331,331|29,331|29
1,1|23|38|43,180.0,173,173|187,173|187
1,1|24|27|39,180.0,25,25|335,25|335
1,1|25|31|33,180.0,359,359|1,359|1
1,1|26|33|34,180.0,5,5|355,5|355
1,1|27|29|35,180.0,106,106|254,106|254
1,1|27|31|34,180.0,333,333|27,333|27
1,1|27|31|36,180.0,333,333|27,333|27
1,1|27|34|36,180.0,333,333|27,333|27
1,1|28|30|33,180.0,258,258|102,258|102
1,1|28|31|41,180.0,352,352|8,352|8
1,1|28|35|41,180.0,315,315|45,315|45
1,1|29|32|33,180.0,76,76|284,76|284
1,1|31|32|37,180.0,331,331|29,331|29
1,1|31|34|36,180.0,333,333|27,333|27
1,1|31|37|39,180.0,110,110|250,110|250
1,1|32|37|43,180.0,150,150|210,150|210
1,1|33|34|41,180.0,287,287|73,287|73
1,1|36|39|43,180.0,356,356|4,356|4
1,2|3|4|5,180.0,57,57|303,57|303
1,2|3|4|12,180.0,96,96|264,96|264
1,2|3|4|16,180.0,96,96|264,96|264
1,2|3|4|29,180.0,57,57|303,57|303
1,2|3|5|29,180.0,57,57|303,57|303
1,2|3|10|31,180.0,131,131|229,131|229
1,2|3|12|16,180.0,96,96|264,96|264
1,2|3|18|21,180.0,88,88|272,88|272
1,2|3|18|36,180.0,88,88|272,88|272
1,2|3|21|36,180.0,88,88|272,88|272
1,2|3|22|28,180.0,224,224|136,224|136
1,2|3|22|37,180.0,224,224|136,224|136
1,2|3|28|37,180.0,224,224|136,224|136
1,2|4|5|13,180.0,286,286|74,286|74
1,2|4|5|29,180.0,57,57|303,57|303
1,2|4|6|7,180.0,211,211|149,211|149
1,2|4|6|13,180.0,211,211|149,211|149
1,2|4|7|13,180.0,211,211|149,211|149
1,2|4|9|15,180.0,308,308|52,308|52
1,2|4|9|24,180.0,308,308|52,308|52
1,2|4|10|17,180.0,303,303|57,303|57
1,2|4|10|37,180.0,303,303|57,303|57
1,2|4|12|16,180.0,96,96|264,96|264
1,2|4|12|18,180.0,165,165|195,165|195
1,2|4|12|35,180.0,165,165|195,165|195
1,2|4|15|24,180.0,308,308|52,308|52
1,2|4|16|30,180.0,193,193|167,193|167
1,2|4|16|40,180.0,193,193|167,193|167
1,2|4|17|37,180.0,303,303|57,303|57
1,2|4|18|35,180.0,165,165|195,165|195
1,2|4|30|40,180.0,193,193|167,193|167
1,2|5|7|9,180.0,297,297|63,297|63
1,2|5|7|28,180.0,297,297|63,297|63
1,2|5|9|11,180.0,227,227|133,227|133
1,2|5|9|28,180.0,297,297|63,297|63
1,2|5|9|34,180.0,214,214|146,214|146
2,2|5|9|42,120.0,214,214|13|133,214|13|133
1,2|5|11|42,180.0,227,227|133,227|133
1,2|5|16|23,180.0,2,2|358,2|358
1,2|5|34|42,180.0,214,214|146,214|146
1,2|6|7|13,180.0,211,211|149,211|149
1,2|6|16|23,180.0,282,282|78,282|78
1,2|6|16|43,180.0,282,282|78,282|78
1,2|6|23|43,180.0,282,282|78,282|78
1,2|7|9|12,180.0,44,44|316,44|316
1,2|7|9|28,180.0,297,297|63,297|63
1,2|7|9|34,180.0,44,44|316,44|316
1,2|7|12|34,180.0,44,44|316,44|316
1,2|7|14|25,180.0,23,23|337,23|337
1,2|7|14|31,180.0,23,23|337,23|337
1,2|7|25|31,180.0,23,23|337,23|337
1,2|8|9|12,180.0,102,102|258,102|258
1,2|8|9|25,180.0,74,74|286,74|286
1,2|8|9|33,180.0,74,74|286,74|286
1,2|8|9|39,180.0,102,102|258,102|258
1,2|8|12|39,180.0,102,102|258,102|258
1,2|8|14|19,180.0,29,29|331,29|331
1,2|8|14|28,180.0,29,29|331,29|331
1,2|8|19|28,180.0,29,29|331,29|331
1,2|8|20|25,180.0,241,241|119,241|119
1,2|8|20|27,180.0,241,241|119,241|119
1,2|8|25|27,180.0,241,241|119,241|119
1,2|8|25|33,180.0,74,74|286,74|286
1,2|9|11|42,180.0,227,227|133,227|133
2,2|9|12|34,120.0,44,44|301|15,44|301|15
1,2|9|12|39,180.0,102,102|258,102|258
1,2|9|12|40,180.0,345,345|15,345|15
1,2|9|15|24,180.0,308,308|52,308|52
1,2|9|17|27,180.0,80,80|280,80|280
1,2|9|17|42,180.0,80,80|280,80|280
1,2|9|25|33,180.0,74,74|286,74|286
1,2|9|27|42,180.0,80,80|280,80|280
1,2|9|34|40,180.0,345,345|15,345|15
1,2|9|34|42,180.0,214,214|146,214|146
1,2|10|14|34,180.0,142,142|218,142|218
1,2|10|14|40,180.0,142,142|218,142|218
1,2|10|16|23,180.0,94,94|266,94|266
1,2|10|16|25,180.0,94,94|266,94|266
1,2|10|17|37,180.0,303,303|57,303|57
1,2|10|21|23,180.0,311,311|49,311|49
1,2|10|21|35,180.0,311,311|49,311|49
1,2|10|23|25,180.0,94,94|266,94|266
1,2|10|23|35,180.0,311,311|49,311|49
1,2|10|27|30,180.0,18,18|342,18|342
1,2|10|27|31,180.0,18,18|342,18|342
1,2|10|30|31,180.0,18,18|342,18|342
1,2|10|34|40,180.0,142,142|218,142|218
1,2|11|18|23,180.0,113,113|247,113|247
1,2|11|18|43,180.0,113,113|247,113|247
1,2|11|23|43,180.0,113,113|247,113|247
1,2|11|24|28,180.0,98,98|262,98|262
1,2|11|24|39,180.0,98,98|262,98|262
1,2|11|26|32,180.0,48,48|312,48|312
1,2|11|26|33,180.0,228,228|132,228|132
1,2|11|26|40,180.0,228,228|132,228|132
1,2|11|26|41,180.0,48,48|312,48|312
1,2|11|28|39,180.0,98,98|262,98|262
1,2|11|32|41,180.0,48,48|312,48|312
1,2|11|33|36,180.0,122,122|238,122|238
1,2|11|33|38,180.0,122,122|238,122|238
1,2|11|33|40,180.0,228,228|132,228|132
1,2|11|36|38,180.0,122,122|238,122|238
1,2|12|16|26,180.0,132,132|228,132|228
1,2|12|16|30,180.0,132,132|228,132|228
1,2|12|18|35,180.0,165,165|195,165|195
1,2|12|26|30,180.0,132,132|228,132|228
1,2|12|34|40,180.0,345,345|15,345|15
1,2|13|14|26,180.0,289,289|71,289|71
1,2|13|14|42,180.0,289,289|71,289|71
1,2|13|25|36,180.0,229,229|131,229|131
1,2|13|25|43,180.0,229,229|131,229|131
1,2|13|26|42,180.0,289,289|71,289|71
1,2|13|36|43,180.0,229,229|131,229|131
1,2|14|16|17,180.0,91,91|269,91|269
1,2|14|16|31,180.0,91,91|269,91|269
1,2|14|17|31,180.0,91,91|269,91|269
1,2|14|19|28,180.0,29,29|331,29|331
1,2|14|21|27,180.0,296,296|64,296|64
1,2|14|21|28,180.0,296,296|64,296|64
1,2|14|25|31,180.0,23,23|337,23|337
1,2|14|26|42,180.0,289,289|71,289|71
1,2|14|27|28,180.0,296,296|64,296|64
1,2|14|34|40,180.0,142,142|218,142|218
1,2|15|36|39,180.0,8,8|352,8|352
1,2|16|17|31,180.0,91,91|269,91|269
1,2|16|23|25,180.0,94,94|266,94|266
1,2|16|23|43,180.0,282,282|78,282|78
1,2|16|26|30,180.0,132,132|228,132|228
1,2|16|30|40,180.0,193,193|167,193|167
1,2|17|27|42,180.0,80,80|280,80|280
1,2|18|21|36,180.0,88,88|272,88|272
1,2|18|23|43,180.0,113,113|247,113|247
1,2|18|29|37,180.0,128,128|232,128|232
1,2|18|29|39,180.0,128,128|232,128|232
1,2|18|37|39,180.0,128,128|232,128|232
1,2|19|22|25,180.0,15,15|345,15|345
1,2|19|22|28,180.0,180,180|180,180|180
1,2|19|22|32,180.0,180,180|180,180|180
1,2|19|22|37,180.0,15,15|345,15|345
1,2|19|25|37,180.0,15,15|345,15|345
1,2|19|28|32,180.0,180,180|180,180|180
1,2|20|25|27,180.0,241,241|119,241|119
1,2|20|31|43,180.0,320,320|40,320|40
1,2|21|23|35,180.0,311,311|49,311|49
1,2|21|27|28,180.0,296,296|64,296|64
1,2|21|27|36,180.0,6,6|354,6|354
1,2|21|27|40,180.0,6,6|354,6|354
1,2|21|36|40,180.0,6,6|354,6|354
1,2|22|24|27,180.0,31,31|329,31|329
1,2|22|24|37,180.0,31,31|329,31|329
1,2|22|25|37,180.0,15,15|345,15|345
1,2|22|27|37,180.0,31,31|329,31|329
1,2|22|28|32,180.0,180,180|180,180|180
1,2|22|28|37,180.0,224,224|136,224|136
1,2|22|29|42,180.0,141,141|219,141|219
1,2|24|27|37,180.0,31,31|329,31|329
1,2|24|28|39,180.0,98,98|262,98|262
1,2|25|31|33,180.0,359,359|1,359|1
1,2|25|36|43,180.0,229,229|131,229|131
1,2|26|32|41,180.0,48,48|312,48|312
1,2|26|33|40,180.0,228,228|132,228|132
1,2|27|30|31,180.0,18,18|342,18|342
1,2|27|36|40,180.0,6,6|354,6|354
1,2|29|37|39,180.0,128,128|232,128|232
1,2|33|34|41,180.0,287,287|73,287|73
1,2|33|36|38,180.0,122,122|238,122|238
1,3|4|5|29,180.0,57,57|303,57|303
1,3|4|9|20,180.0,342,342|18,342|18
1,3|4|9|32,180.0,342,342|18,342|18
1,3|4|12|16,180.0,96,96|264,96|264
1,3|4|20|25,180.0,144,144|216,144|216
1,3|4|20|32,180.0,342,342|18,342|18
1,3|4|20|37,180.0,144,144|216,144|216
1,3|4|22|40,180.0,157,157|203,157|203
1,3|4|22|41,180.0,157,157|203,157|203
1,3|4|25|37,180.0,144,144|216,144|216
1,3|4|31|34,180.0,153,153|207,153|207
1,3|4|31|43,180.0,153,153|207,153|207
1,3|4|34|43,180.0,153,153|207,153|207
1,3|4|40|41,180.0,157,157|203,157|203
1,3|5|30|37,180.0,172,172|188,172|188
1,3|5|30|39,180.0,172,172|188,172|188
1,3|5|37|39,180.0,172,172|188,172|188
1,3|6|23|25,180.0,192,192|168,192|168
1,3|6|23|38,180.0,192,192|168,192|168
1,3|6|25|38,180.0,192,192|168,192|168
1,3|7|11|19,180.0,176,176|184,176|184
1,3|7|11|25,180.0,176,176|184,176|184
1,3|7|11|39,180.0,186,186|174,186|174
1,3|7|11|41,180.0,186,186|174,186|174
1,3|7|12|12,180.0,49,49|311,49|311
2,3|7|12|40,180.0,49,49|311,49|311
1,3|7|14|19,180.0,168,168|192,168|192
1,3|7|14|22,180.0,168,168|192,168|192
1,3|7|19|22,180.0,168,168|192,168|192
1,3|7|19|25,180.0,176,176|184,176|184
1,3|7|23|30,180.0,92,92|268,92|268
1,3|7|23|35,180.0,92,92|268,92|268
1,3|7|30|35,180.0,92,92|268,92|268
1,3|7|39|41,180.0,186,186|174,186|174
1,3|8|10|15,180.0,218,218|142,218|142
1,3|8|10|39,180.0,218,218|142,218|142
1,3|8|15|39,180.0,218,218|142,218|142
1,3|8|25|28,180.0,137,137|223,137|223
1,3|8|25|40,180.0,137,137|223,137|223
1,3|8|28|40,180.0,137,137|223,137|223
1,3|8|28|41,180.0,41,41|319,41|319
1,3|9|20|32,180.0,342,342|18,342|18
1,3|10|13|21,180.0,314,314|46,314|46
1,3|10|13|38,180.0,314,314|46,314|46
1,3|10|15|39,180.0,218,218|142,218|142
1,3|10|16|25,180.0,97,97|263,97|263
1,3|10|16|41,180.0,97,97|263,97|263
1,3|10|20|30,180.0,105,105|255,105|255
1,3|10|20|39,180.0,105,105|255,105|255
1,3|10|21|38,180.0,314,314|46,314|46
1,3|10|25|41,180.0,97,97|263,97|263
1,3|10|30|39,180.0,105,105|255,105|255
1,3|10|32|40,180.0,169,169|191,169|191
1,3|10|32|42,180.0,169,169|191,169|191
1,3|10|40|42,180.0,169,169|191,169|191
1,3|11|18|24,180.0,263,263|97,263|97
1,3|11|18|37,180.0,263,263|97,263|97
1,3|11|19|25,180.0,176,176|184,176|184
1,3|11|24|37,180.0,263,263|97,263|97
1,3|11|27|39,180.0,146,146|214,146|214
1,3|11|27|41,180.0,146,146|214,146|214
2,3|11|39|41,120.0,146,146|40|174,146|40|174
1,3|12|12|40,180.0,49,49|311,49|311
1,3|12|24|25,180.0,125,125|235,125|235
1,3|12|24|26,180.0,125,125|235,125|235
1,3|12|25|26,180.0,125,125|235,125|235
1,3|13|14|17,180.0,332,332|28,332|28
1,3|13|14|23,180.0,332,332|28,332|28
1,3|13|17|23,180.0,332,332|28,332|28
1,3|13|21|38,180.0,314,314|46,314|46
1,3|14|17|23,180.0,332,332|28,332|28
1,3|14|19|22,180.0,168,168|192,168|192
1,3|15|20|23,180.0,159,159|201,159|201
1,3|15|20|25,180.0,159,159|201,159|201
1,3|15|23|25,180.0,159,159|201,159|201
1,3|16|18|30,180.0,236,236|124,236|124
1,3|16|18|34,180.0,236,236|124,236|124
1,3|16|19|20,180.0,244,244|116,244|116
1,3|16|19|23,180.0,244,244|116,244|116
1,3|16|20|23,180.0,244,244|116,244|116
1,3|16|25|41,180.0,97,97|263,97|263
1,3|16|30|34,180.0,236,236|124,236|124
1,3|17|23|32,180.0,140,140|220,140|220
1,3|17|25|39,180.0,145,145|215,145|215
1,3|17|25|42,180.0,145,145|215,145|215
1,3|17|39|42,180.0,145,145|215,145|215
1,3|18|21|36,180.0,88,88|272,88|272
1,3|18|24|37,180.0,263,263|97,263|97
1,3|18|30|34,180.0,236,236|124,236|124
1,3|18|34|42,180.0,215,215|145,215|145
1,3|18|34|43,180.0,215,215|145,215|145
1,3|18|42|43,180.0,215,215|145,215|145
1,3|19|20|21,180.0,19,19|341,19|341
1,3|19|20|23,180.0,244,244|116,244|116
1,3|19|20|28,180.0,19,19|341,19|341
1,3|19|21|28,180.0,19,19|341,19|341
1,3|20|21|28,180.0,19,19|341,19|341
1,3|20|22|24,180.0,240,240|120,240|120
1,3|20|22|36,180.0,240,240|120,240|120
1,3|20|23|25,180.0,159,159|201,159|201
1,3|20|24|36,180.0,240,240|120,240|120
1,3|20|25|37,180.0,144,144|216,144|216
1,3|20|30|39,180.0,105,105|255,105|255
1,3|20|33|34,180.0,347,347|13,347|13
1,3|20|33|40,180.0,347,347|13,347|13
1,3|20|34|40,180.0,347,347|13,347|13
1,3|22|24|36,180.0,240,240|120,240|120
1,3|22|26|29,180.0,220,220|140,220|140
1,3|22|26|36,180.0,220,220|140,220|140
1,3|22|28|37,180.0,224,224|136,224|136
1,3|22|29|36,180.0,220,220|140,220|140
1,3|22|40|41,180.0,157,157|203,157|203
1,3|23|25|38,180.0,192,192|168,192|168
1,3|23|28|29,180.0,295,295|65,295|65
1,3|23|28|32,180.0,295,295|65,295|65
1,3|23|29|32,180.0,295,295|65,295|65
1,3|23|30|35,180.0,92,92|268,92|268
1,3|23|31|35,180.0,257,257|103,257|103
1,3|23|31|40,180.0,257,257|103,257|103
1,3|23|35|40,180.0,257,257|103,257|103
1,3|24|25|26,180.0,125,125|235,125|235
1,3|25|28|40,180.0,137,137|223,137|223
1,3|25|39|42,180.0,145,145|215,145|215
1,3|26|29|36,180.0,220,220|140,220|140
2,3|26|33|34,120.0,5,5|343|12,5|343|12
1,3|26|33|38,180.0,348,348|12,348|12
1,3|26|34|38,180.0,348,348|12,348|12
1,3|27|39|41,180.0,146,146|214,146|214
1,3|28|29|32,180.0,295,295|65,295|65
1,3|30|32|38,180.0,36,36|324,36|324
1,3|30|32|41,180.0,36,36|324,36|324
1,3|30|37|39,180.0,172,172|188,172|188
1,3|30|38|41,180.0,36,36|324,36|324
1,3|31|34|43,180.0,153,153|207,153|207
1,3|31|35|40,180.0,257,257|103,257|103
1,3|32|38|41,180.0,36,36|324,36|324
1,3|32|40|42,180.0,169,169|191,169|191
1,3|33|34|38,180.0,348,348|12,348|12
1,3|33|34|40,180.0,347,347|13,347|13
1,3|34|42|43,180.0,215,215|145,215|145
1,4|5|9|13,180.0,329,329|31,329|31
1,4|5|9|40,180.0,329,329|31,329|31
1,4|5|13|16,180.0,33,33|327,33|327
1,4|5|13|40,180.0,329,329|31,329|31
1,4|5|13|41,180.0,33,33|327,33|327
1,4|5|16|41,180.0,33,33|327,33|327
1,4|6|7|13,180.0,211,211|149,211|149
1,4|6|14|17,180.0,343,343|17,343|17
1,4|6|14|29,180.0,343,343|17,343|17
1,4|6|17|29,180.0,343,343|17,343|17
1,4|7|10|36,180.0,261,261|99,261|99
1,4|7|10|41,180.0,261,261|99,261|99
1,4|7|36|41,180.0,261,261|99,261|99
1,4|8|11|36,180.0,60,60|300,60|300
1,4|8|12|17,180.0,116,116|244,116|244
1,4|8|12|35,180.0,116,116|244,116|244
1,4|8|17|35,180.0,116,116|244,116|244
1,4|8|18|25,180.0,47,47|313,47|313
1,4|8|18|29,180.0,47,47|313,47|313
1,4|8|19|20,180.0,100,100|260,100|260
1,4|8|19|27,180.0,149,149|211,149|211
1,4|8|19|35,180.0,100,100|260,100|260
1,4|8|20|35,180.0,100,100|260,100|260
1,4|8|22|37,180.0,139,139|221,139|221
1,4|8|25|29,180.0,47,47|313,47|313
1,4|8|32|34,180.0,151,151|209,151|209
1,4|8|32|40,180.0,151,151|209,151|209
1,4|8|34|40,180.0,151,151|209,151|209
1,4|9|10|35,180.0,103,103|257,103|257
1,4|9|10|40,180.0,103,103|257,103|257
1,4|9|13|40,180.0,329,329|31,329|31
1,4|9|14|31,180.0,61,61|299,61|299
1,4|9|14|34,180.0,61,61|299,61|299
2,4|9|15|24,120.0,78,78|230|52,78|230|52
1,4|9|15|29,180.0,78,78|282,78|282
1,4|9|20|32,180.0,342,342|18,342|18
1,4|9|20|35,180.0,56,56|304,56|304
1,4|9|20|43,180.0,56,56|304,56|304
1,4|9|24|29,180.0,78,78|282,78|282
1,4|9|31|34,180.0,61,61|299,61|299
1,4|9|35|40,180.0,103,103|257,103|257
1,4|9|35|43,180.0,56,56|304,56|304
1,4|10|17|37,180.0,303,303|57,303|57
1,4|10|20|32,180.0,135,135|225,135|225
1,4|10|20|33,180.0,135,135|225,135|225
1,4|10|32|33,180.0,135,135|225,135|225
1,4|10|35|40,180.0,103,103|257,103|257
1,4|10|36|41,180.0,261,261|99,261|99
1,4|11|12|16,180.0,148,148|212,148|212
1,4|11|12|26,180.0,148,148|212,148|212
1,4|11|14|16,180.0,107,107|253,107|253
1,4|11|14|36,180.0,107,107|253,107|253
1,4|11|16|26,180.0,148,148|212,148|212
1,4|11|16|36,180.0,107,107|253,107|253
1,4|11|22|25,180.0,26,26|334,26|334
1,4|11|22|26,180.0,26,26|334,26|334
1,4|11|25|26,180.0,26,26|334,26|334
1,4|12|15|33,180.0,68,68|292,68|292
1,4|12|15|42,180.0,68,68|292,68|292
1,4|12|16|26,180.0,148,148|212,148|212
1,4|12|17|35,180.0,116,116|244,116|244
1,4|12|18|35,180.0,165,165|195,165|195
1,4|12|33|42,180.0,68,68|292,68|292
1,4|13|14|16,180.0,232,232|128,232|128
1,4|13|14|33,180.0,232,232|128,232|128
1,4|13|16|33,180.0,232,232|128,232|128
1,4|13|16|41,180.0,33,33|327,33|327
1,4|13|23|33,180.0,322,322|38,322|38
1,4|13|24|39,180.0,85,85|275,85|275
1,4|13|24|41,180.0,85,85|275,85|275
1,4|13|25|31,180.0,188,188|172,188|172
1,4|13|25|33,180.0,188,188|172,188|172
1,4|13|31|33,180.0,188,188|172,188|172
1,4|13|39|41,180.0,85,85|275,85|275
1,4|14|16|33,180.0,232,232|128,232|128
1,4|14|16|36,180.0,107,107|253,107|253
1,4|14|17|29,180.0,343,343|17,343|17
1,4|14|21|42,180.0,278,278|82,278|82
1,4|14|31|34,180.0,61,61|299,61|299
1,4|15|22|23,180.0,316,316|44,316|44
1,4|15|22|38,180.0,316,316|44,316|44
1,4|15|23|38,180.0,316,316|44,316|44
1,4|15|24|29,180.0,78,78|282,78|282
1,4|15|33|42,180.0,68,68|292,68|292
1,4|16|30|40,180.0,193,193|167,193|167
1,4|17|27|28,180.0,268,268|92,268|92
1,4|17|27|42,180.0,268,268|92,268|92
1,4|17|28|42,180.0,268,268|92,268|92
1,4|17|36|37,180.0,189,189|171,189|171
1,4|17|36|43,180.0,189,189|171,189|171
1,4|17|37|43,180.0,189,189|171,189|171
1,4|18|21|42,180.0,242,242|118,242|118
1,4|18|25|29,180.0,47,47|313,47|313
1,4|19|20|35,180.0,100,100|260,100|260
1,4|20|25|37,180.0,144,144|216,144|216
1,4|20|32|33,180.0,135,135|225,135|225
1,4|20|35|43,180.0,56,56|304,56|304
1,4|21|30|43,180.0,147,147|213,147|213
1,4|22|23|38,180.0,316,316|44,316|44
1,4|22|25|26,180.0,26,26|334,26|334
1,4|22|26|29,180.0,217,217|143,217|143
1,4|22|26|36,180.0,217,217|143,217|143
1,4|22|29|36,180.0,217,217|143,217|143
1,4|22|40|41,180.0,157,157|203,157|203
1,4|23|27|29,180.0,277,277|83,277|83
1,4|23|27|34,180.0,277,277|83,277|83
1,4|23|29|34,180.0,277,277|83,277|83
1,4|24|28|36,180.0,323,323|37,323|37
1,4|24|28|39,180.0,323,323|37,323|37
1,4|24|36|39,180.0,323,323|37,323|37
1,4|24|39|41,180.0,85,85|275,85|275
1,4|25|31|33,180.0,188,188|172,188|172
1,4|26|29|36,180.0,217,217|143,217|143
1,4|27|28|42,180.0,268,268|92,268|92
1,4|27|29|34,180.0,277,277|83,277|83
1,4|28|36|39,180.0,323,323|37,323|37
1,4|29|32|33,180.0,76,76|284,76|284
1,4|31|34|43,180.0,153,153|207,153|207
1,4|32|34|40,180.0,151,151|209,151|209
1,4|36|37|43,180.0,189,189|171,189|171
1,5|6|7|12,180.0,357,357|3,357|3
1,5|6|7|28,180.0,32,32|328,32|328
1,5|6|7|32,180.0,32,32|328,32|328
1,5|6|7|37,180.0,357,357|3,357|3
1,5|6|8|27,180.0,171,171|189,171|189
1,5|6|9|39,180.0,272,272|88,272|88
1,5|6|9|42,180.0,272,272|88,272|88
1,5|6|12|37,180.0,357,357|3,357|3
1,5|6|13|26,180.0,326,326|34,326|34
1,5|6|14|16,180.0,276,276|84,276|84
1,5|6|14|26,180.0,252,252|108,252|108
1,5|6|14|31,180.0,252,252|108,252|108
1,5|6|14|35,180.0,276,276|84,276|84
1,5|6|16|35,180.0,276,276|84,276|84
1,5|6|26|31,180.0,252,252|108,252|108
1,5|6|28|32,180.0,32,32|328,32|328
1,5|6|39|42,180.0,272,272|88,272|88
1,5|7|9|28,180.0,297,297|63,297|63
1,5|7|12|37,180.0,357,357|3,357|3
1,5|7|20|34,180.0,235,235|125,235|125
1,5|7|20|37,180.0,235,235|125,235|125
1,5|7|28|32,180.0,32,32|328,32|328
1,5|7|34|37,180.0,235,235|125,235|125
1,5|8|10|13,180.0,66,66|294,66|294
1,5|8|10|20,180.0,66,66|294,66|294
1,5|8|11|16,180.0,7,7|353,7|353
1,5|8|11|32,180.0,7,7|353,7|353
1,5|8|12|17,180.0,63,63|297,63|297
1,5|8|12|43,180.0,63,63|297,63|297
1,5|8|13|20,180.0,66,66|294,66|294
1,5|8|16|32,180.0,7,7|353,7|353
1,5|8|17|43,180.0,63,63|297,63|297
1,5|9|11|42,180.0,227,227|133,227|133
1,5|9|13|40,180.0,329,329|31,329|31
1,5|9|29|42,180.0,285,285|75,285|75
1,5|9|34|42,180.0,214,214|146,214|146
1,5|9|39|42,180.0,272,272|88,272|88
1,5|10|13|20,180.0,66,66|294,66|294
1,5|11|16|32,180.0,7,7|353,7|353
1,5|12|17|43,180.0,63,63|297,63|297
1,5|12|25|26,180.0,30,30|330,30|330
1,5|12|25|43,180.0,30,30|330,30|330
1,5|12|26|43,180.0,30,30|330,30|330
1,5|13|14|26,180.0,101,101|259,101|259
1,5|13|14|31,180.0,101,101|259,101|259
1,5|13|14|35,180.0,205,205|155,205|155
1,5|13|14|42,180.0,205,205|155,205|155
1,5|13|16|41,180.0,33,33|327,33|327
1,5|13|22|34,180.0,194,194|166,194|166
1,5|13|22|43,180.0,194,194|166,194|166
1,5|13|26|31,180.0,101,101|259,101|259
1,5|13|34|43,180.0,194,194|166,194|166
1,5|13|35|42,180.0,205,205|155,205|155
1,5|14|16|35,180.0,276,276|84,276|84
2,5|14|26|31,120.0,101,101|151|108,101|151|108
1,5|14|28|31,180.0,40,40|320,40|320
1,5|14|28|39,180.0,40,40|320,40|320
1,5|14|31|39,180.0,40,40|320,40|320
1,5|14|35|42,180.0,205,205|155,205|155
1,5|16|26|32,180.0,162,162|198,162|198
1,5|16|26|36,180.0,162,162|198,162|198
1,5|16|32|36,180.0,162,162|198,162|198
1,5|18|19|25,180.0,209,209|151,209|151
1,5|18|19|41,180.0,209,209|151,209|151
1,5|18|25|41,180.0,209,209|151,209|151
1,5|18|38|41,180.0,12,12|348,12|348
1,5|19|25|41,180.0,209,209|151,209|151
1,5|20|27|30,180.0,181,181|179,181|179
1,5|20|27|38,180.0,181,181|179,181|179
1,5|20|30|38,180.0,181,181|179,181|179
1,5|20|34|37,180.0,235,235|125,235|125
1,5|22|34|43,180.0,194,194|166,194|166
1,5|23|24|29,180.0,198,198|162,198|162
1,5|23|24|43,180.0,198,198|162,198|162
1,5|23|26|32,180.0,62,62|298,62|298
1,5|23|26|38,180.0,62,62|298,62|298
1,5|23|29|43,180.0,198,198|162,198|162
1,5|23|32|38,180.0,62,62|298,62|298
1,5|24|27|32,180.0,55,55|305,55|305
1,5|24|27|35,180.0,55,55|305,55|305
1,5|24|29|43,180.0,198,198|162,198|162
1,5|24|32|35,180.0,55,55|305,55|305
1,5|25|26|43,180.0,30,30|330,30|330
1,5|26|32|36,180.0,162,162|198,162|198
1,5|26|32|38,180.0,62,62|298,62|298
1,5|27|30|38,180.0,181,181|179,181|179
1,5|27|32|35,180.0,55,55|305,55|305
1,5|28|31|39,180.0,40,40|320,40|320
1,5|29|33|34,180.0,39,39|321,39|321
1,5|29|33|39,180.0,39,39|321,39|321
1,5|29|34|39,180.0,39,39|321,39|321
1,5|30|37|39,180.0,172,172|188,172|188
1,5|33|34|39,180.0,39,39|321,39|321
1,5|33|34|41,180.0,225,225|135,225|135
1,5|33|34|43,180.0,225,225|135,225|135
1,5|33|41|43,180.0,225,225|135,225|135
1,5|34|41|43,180.0,225,225|135,225|135
1,6|7|8|27,180.0,154,154|206,154|206
1,6|7|8|34,180.0,154,154|206,154|206
1,6|7|12|37,180.0,357,357|3,357|3
1,6|7|27|34,180.0,154,154|206,154|206
1,6|7|28|32,180.0,32,32|328,32|328
1,6|8|13|14,180.0,163,163|197,163|197
1,6|8|13|28,180.0,117,117|243,117|243
2,6|8|13|29,120.0,117,117|173|70,117|173|70
1,6|8|13|31,180.0,290,290|70,290|70
1,6|8|13|37,180.0,163,163|197,163|197
1,6|8|14|37,180.0,163,163|197,163|197
1,6|8|27|34,180.0,154,154|206,154|206
1,6|8|28|29,180.0,117,117|243,117|243
1,6|8|29|31,180.0,290,290|70,290|70
1,6|9|15|37,180.0,334,334|26,334|26
