conteo,tupla,X,L,M,T
2,5|17|30,120.0,171,171|106|83,171|106|83
1,5|17|37,180.0,277,277|83,277|83
1,5|17|40,180.0,345,345|15,345|15
1,5|18|19,180.0,315,315|45,315|45
1,5|18|22,180.0,55,55|305,55|305
1,5|18|25,180.0,124,124|236,124|236
1,5|18|26,180.0,315,315|45,315|45
1,5|18|29,180.0,11,11|349,11|349
1,5|18|30,180.0,124,124|236,124|236
1,5|18|31,180.0,315,315|45,315|45
1,5|18|33,180.0,11,11|349,11|349
1,5|18|34,180.0,11,11|349,11|349
1,5|18|39,180.0,65,65|295,65|295
1,5|19|20,180.0,126,126|234,126|234
